En natus est Emmanuel	PRAETORIUS	75			Noël			SATB		Noël			75			
Tous les peuples battez des mains	REVEYRON Joseph	76			Ascension			SAB		Psaume 45			76			
Tous les peuples battez des mains	REVEYRON Joseph	76			Ascension			SMSACA		Psaume 45			76			
Peuple de Lumière	KEMPF	77			Témoignage		T 601	SATB					77			
Christ est Lumière	TROUILLET	78			Pâques		I110-1	Unisson					78			
Tout au long du chemin	HOUSSA, F. et Aubry J.M.	78			Pâques		I 303-4	SATB					78			
Bonne nuit au clair de lune n°2 la cuisine de Josquin…	JOUBERT Julien	79						SATB			chant populaire		79			
Duerme Negrito  	YUPANQUI Atahualpa	79						Solo+SATB			traditionnel sud américain		79			
La cuisine de Josquin et Léonie n°2 Bonne nuit……	JOUBERT Julien	79						4V canon			chœur		79			
La grenouille qui veut se faire plus grosse que le bœuf	Français Jean	79						Solo+TTBB			Fable de La Fontaine		79			
Aujourd'hui montons sur la montagne	Akepsimas Jo	80			Transfiguration			SAB					80			
Fais paraître ton jour	BERTHIER Jacques	80			Litanies		Y53	SATB					80			
La chambre haute	BERTHIER Jacques	80				Communion		SSA					80			
Messe du Peuple de Dieu	Emmanuel	81				Messe		SAB					81			
Chant du soir	BARDOS Lajos	82						SATB			chant		82			
Dein, O Herr, istdie kraft	REGER Max	82		allemand				Solo+SATB					82			
Fanfare du printemps	BOVET	82						SATB			chant		82			
Mah navou	BONIA Shom	82		hébreux				Solo+TB		Chant pour la paix			82			
Yerouchalayïm Chél Zahav (=Jérusalem d'or)	SHEMER Neomi	82		hébreux				SAB		chant hébraïque			82			
Libera me	KOSCAR	83						SMSA		Prière pr Messe Requiem			83			
PsalmusVI (Domine ne in furore)	VAN NUFFEL	83						SATB		Psaume 6			83			
Psaume CXLI (141)	VAN NUFFEL	83						SSAATTBB		Psaume 141			83			
Also hat Gott die welt geliebt	SCHUTZ	84		allemand	Pentecôte			SATTB		Mottet SWV 380			84			
O notre Dieu et Seigneur	GOUDIMEL	84						SCATB		chant de louange Renaissance			84			
Virgo Dei genitrix	BOUZIGNAC	84		latin		chant marial		SSATTB		Chant marial			84			
Gaudet chorus celestium	MARCELLO	85		latin	Noël			SATB		Noël			85			
Minuit Chrétiens (2 versions)	ADAM	85			Noël			Solo+SATB		Noël			85			
Toi qui viens pour tout sauver	ANONYME	86			Avent		E 68 	SATB					86			
Préparation pénitentielle	DIEUAIDE, Jean-Michel	87				Kyrie		SAB					87			
PréparationPénitentielleMesse Polyphonie pour 1avenir	RICHARD Paul	87				Kyrie		SATB					87			
Supplication	SCHUBERT	87				Kyrie		SATB					87			
Cantate 28-231	BACH Johann Sebastian	88						SATB		Cantate 28-231			88			
"Cantate 61 ""Nun Komm, der Heiden Heiland…"""	BACH Johann Sebastian	88						SATB		Cantate 61			88			
Choral : Herr christ, der ein'ge Gott's-sohn (extrait cantate 22)	BACH Johann Sebastian	88						SATB		Cantate 22			88			
Esprit de Dieu pour notre terre	BERTHIER Jacques	88			Pentecôte			Unisson					88			
Splendeur de la création 	DEISS	88			Pentecôte		K 17	SATB					88			
Gloire et Louange à toi =Tollite hostias	SAINT-SAENS	89			Pâques			SATB					89			
Oratorio de Noel	SAINT-SAENS	89						SATB					89			
Jubilez , dansez de joie	Akepsimas Jo	90					A28-52	3VM					90			
Miserere opus 44	GORECKI Henryk Mikolaj	90						SSAATTBB		1 mouvement, 11 sections		XX	90			
Kyrie Litanie à la Ste Vierge	HAYDN J.M.	91				Kyrie		SSSA					91			
Regina caeli laetare (2 versions)	CHARPENTIER	91				Antienne mariale		SA					91			
Gloria Dei vivens homo	GODARD Marcel	92						SATB		chant sacré			92			
Laboravi in gemitu	CALDARA	92						ATB		Motet			92			
La Nuit	RAMEAU	93						SATB			Hymne à la nuit		93			
L'amour de moy	BOLLER	93						SMSA			chanson populaire		93			
Sur la route de Montpellier	BOLLER	93						SATB					93			
Âme du Christ	GELINEAU J.	94				Communion	D21	SSA					94			
Devenez ce que vous recevez	VERBE DE VIE	94				Communion		SATB					94			
Dieu nous invite à son festin	LEMOINE Patrick	94				Communion		SATB					94			
En accueillant l'amour	ANONYME	94				communion	D 379	Unisson					94			
Pain de Feu	EPHREM	94				Communion		SA					94			
Away in a manger	KIRKPATRICK W.J.	95			Noël			SATB		Noël			95			
Away in a manger	SPILMAN J.E.	95			Noël			SA		Noël			95			
Deck the hall	WILLCOCKS David	95			Noël			SATB		Noël			95			
O nuit brillante	BOVET	95			Noël			TB		Noël			95			
O regem caeli	VICTORIA, Tomás Luis de	95			Noël			TTBaryB		Noël			95			
Gloria	HUMMEL, Bertold	96				Gloria		4VM					96			
Introitus: Psalmus 112(113)	HUMMEL, Bertold	96				Introït		SATB					96			
Kyrie	HUMMEL, Bertold	96				Kyrie		3VE					96			
Kyrie Eleison	LONDEIX François	96				Kyrie		SATB					96			
Messe (Kyrie et Sanctus)	LONDEIX François	96				Messe		4VM					96			
Messe Laudate Pueri	HUMMEL	96				Messe		4VM					96			
O Seigneur comment reconnaître	JEF, Robert	96			Action de Grâce		C9	SATB					96			
Sanctus	LONDEIX François	96				Sanctus		SATB					96			
Trinité que j'adore	LEVEQUE Jean	96					K 2	SA		d'Elisabeth de la Trinité			96			
Ich weiche nicht von deinen Rechten	MENDELSSOHN	97						SATB		Psaume 119			97			
Joie du Christ ressuscité	LEBON	97			Témoignage		T 47	SATB					97			
Gloire à Dieu, paix aux hommes	BERTHIER Jacques	98				Gloria		Unisson					98			
Gloire à Dieu, paix aux hommes	BERTHIER Jacques	98				Gloria		SATB					98			
Gloire à toi qui était mort	ANONYME	98				Gloria 		SATB		Folklore écossais			98			
Préparation pénitentielle	MONTAGNE	98				Prép.pénitentielle		Unisson					98			
Quand nous mangeons ce pain (Anamnèse 2)	GODARD Marcel	98				Anamnèse		4VM					98			
Sanctus de Saint-Séverin (2 versions)	CHAPUIS	98				Sanctus	AL 20	SATB					98			
Ta mort Seigneur	CNEUDE	98				Anamnèse	C 51	SAB					98			
Jesu meine Freude 4 chorals 	BACH	99						4VM		Motet BWV 227			99			
Jesu, mein Freude	BACH Johann Sebastian	99						3VE		Motet BWV 227			99			
Femme revêtue de soleil	GODARD Marcel	100				Chant marial		SA		chant marial			100			
Le Cantique de la Vierge Marie = Magnificat	GELINEAU, J.	100				Magnificat		Unisson		Magnificat			100			
Le Petit Cantique de Marie = Magnificat	GODARD Marcel	100				Magnificat		SS		Magnificat			100			
Magnificat	GELINEAU, J.	100				Magnificat		Solo					100			
Magnificat	PURCELL	100				Magnificat		SATB					100			
Magnificat = le Petit Cantique de Marie	GODARD	100				Magnificat		2VE					100			
Magnificat de Lourdes	LECOT	100				Magnificat	Z 170-17	SATB					100			
Ave Verum	ELGAR, EDWARD	101		latin				SATB		Motet au St Sacrement		XX	101			
Ave Verum	GOUNOD	101						Solo+SATB		Motet au St Sacrement			101			
Ave verum	VIERNE	101						Solo		Motet au St Sacrement			101			
Ave verum corpus	GODARD Marcel	101						SATB		Motet au St Sacrement		XX	101			
Invitatoire pour le temps de l' Avent	GODARD Marcel	102			Avent			SSA					102			
Invocations pour la prière litanique	GODARD Marcel	102			Avent	Invocation		SATB					102			
Invocations pour la prière litanique	GODARD Marcel	102			Noël	Invocation		SATB					102			
Litanies pénitentielles ( Noêl)	GODARD Marcel	102			Litanies pr Noël			SATB/					102			
Litanies pénitentielles (Avent)	GODARD Marcel	102			Litanies pr Avent			SA					102			
O viens Emmanuel	GODARD Marcel	102			Avent			SATB					102			
Sauvés des mêmes eaux	BERTHIER Jacques	102			Pâques		I.20-72-2	SATB					102			
Sauvés des mêmes eaux	ROBERT Philippe	102			Pâques		I.20-72-2	SATB					102			
Litanies à la Vierge noire	POULENC	103						SMSA		Litanies à la Vierge Noire		XX	103			
Ach Gott und Herr, wie gross und schwer	BACH	104						SATB		Choral BWV 714			104			
Komm, Jesu komm ( Final)	BACH	104						SATB		Choral 			104			
La flûte enchantée extraits	MOZART Wolfgang Amadeus	104						SSA		K 620			104			
Macht hoch die Tür	DISTLER Hugo	104						SSA		Hymne			104			
C'est pour nous que le Christ a souffert	GELINEAU J.	105			Carême		H	SAB		Cantique de St Pierre			105			
Christ est venu	WACKENHEIM Michel	105				Anamnèse		SATB					105			
Credo	DUCHAMP, Jean-François	105				Credo		SATB					105			
Donne-nous,Seigneur un coeur nouveau	DEISS	105			Pentecôte			SATB					105			
L'Alliance Nouvelle	DEISS	105			Pentecôte		 K 41	SATB					105			
Nous rappelons ta mort	GODARD Marcel	105				Anamnèse		SAB					105			
Réveille ta puissance	JEF, Robert	105			Avent		E 2	SATB					105			
Revêts, Seigneur, de ta justice	ANONYME	105						SATB		Psaume 71			105			
Ta mort, Seigneur, nous l'annonçons	MARTHOURET	105				Anamnèse		SAB					105			
Tu as connu la mort	WACKENHEIM	105				Anamnèse	C 89	SA					105			
Ave Maria (2 versions)	CACCINI, Giulio	106				chant marial	V	SSA/SATB					106			
Christ est vraiment ressuscité	VULPIUS	107			Pâques		I169	SATB					107			
Graine jetée en terre	GODARD Marcel	107			Pâques			SATB					107			
Le Christ est vivant	LECOT	107			Pâques		I.214	SATB					107			
Loué sois-tu, ô Jésus Christ	VULPIUS	107			Pâques	Louange		SSA					107			
Nous formons un même corps	LECOT	107				Communion	C 105	Unisson					107			
Nous marchons vers l'unité	REBOUD	107				Communion	D 125	SATB					107			
Seigneur Jésus, tu es présent	ANONYME	107				Communion		SATB					107			
Souviens Toi de Jésus-Christ	DEISS	107				Psaume 62		SATB		Psaume 62			107			
Un grand vent s'est levé	GODARD Marcel	107			Pentecôte			SA					107			
Un seul Seigneur	DEISS	107			Pâques		I.46	SATB					107			
Cantate à la Bienheureuse	JAVOUHEY A.M.	108						SA		Cantate à la Bienheureuse			108			
Louange de gloire	DEISS	108				LouangePsaume 65		SATB					108			
Louange Eucharistique	BAYLE	108				Sanctus	C230	SATB					108			
Messe de San Lorenzo	HAUGUEL Charles-Eric	108				Messe		SATB					108			
Saint le Seigneur de l'univers	BAYLE	108				Sanctus	C 230	4VM					108			
Seigneur que ta parole	LE GALL	108			Rassemblement		A 51	SATB					108			
Terre entière chante ta joie	DEISS	108			Pâques		I 33	4VM		Psaume 65			108			
Eglise du Seigneur	Prose de Paris	109			Eglise		K 128	SATB					109		2 harmonisations	
Eglise du Seigneur = Peuple de Dieu, Cité de L emmanuel 	LECOT	109			Eglise			SATB					109			
Jerusalem et Sion=Prose de la Dédicace de Paris	SAINT VICTOR	109	grégorien		dédicace 9 novembre			Unisson					109			
O prends mon âme	Trad hébraïque	109			Dieu			SATB					109			
Peuple de Dieu,cité de l Emmanuel=Eglise du Seigneur	Prose de Paris	109			Eglise			4VM					109			
Prose de la Dédicace de Paris=Jerusalem et Sion(grég)	SAINT VICTOR	109			dédicace 9 novembre			Unisson					109			
Laisserons-nous à notre table	Akepsimas Jo	110				Communion	E 161	SATB					110			
Louange à Toi , Trinité sainte	FREMONT, Jean-François	110	Grég/français		Trinité	Louange		SATB					110			
Lumière des hommes	DUMAS	111			Carême			SATB					111			
Lumière des hommes	MEAUCOURT de	111			Carême			SATB					111			
Ne craignez pas	Akepsimas Jo	111			Carême		G 139	SATB					111			
Ta nuit sera lumière de midi	Akepsimas Jo	111			Carême		G 212	SATB					111			
Tropaire pour la nativité	DUMAS	111			Noël			SAB					111			
Tropaire pour le 1er dimanche de l'Avent	DUMAS	111			1° dim de l'Avent			SAB					111			
Les mains ouvertes	VERCRUYSSE	112			louange des heures		P 93	Unisson					112			
L'Esprit de Dieu repose sur moi	DEISS	112			Pentecôte		K 35	SATB					112			
Nous chanterons pour Toi Seigneur 	ANONYME	112			Pentecôte		K 38	4VM					112			
Messe Pater Cuncta 	ANONYME	113	grégorien			Messe		Unisson					113			
Alleluia	THOMPSON	114				Alleluia		SATB					114			
Dextera Domini	FRANCK César	114			Epiphanie			SATB		FWV 65			114			
Adieu foulards	Anonyme	115						SSAA			chanson		115			
Nouvelle lune	GODARD Marcel	115						SA			11°jr de la lune de Janvier		115			
Sur le pont d' Avignon	NEES Vic	115						SATB			chanson populaire		115			
You've Got To Hide Your Love Away	LENNON - McCARTNEY	115						SATB			Chanson des Beatles		115		a capella	
Lucis Creator Optime	REVEYRON	116		latin				SAA		Hymne			116			
Messe en symphoniedu Puy en Velay (restitué par Xavier Jannot)	ANONYME	117				Messe		8VM					117			
Dans le creux de nos mains	VINCENT J.M.	118				Communion	D362	SATB					118			
Locus iste	BRUCKNER	118						SATB		Mottet à capella			118			
Veni Sancte spiritus	BERTHIER Jacques	118			Pentecôte			SATB					118			
Benedictum sit	ROPARTZ G.	119		latin				SMS		Mottet			119			
Eucaristica	CASALS Pablo	119						Unisson		chant sacré			119			
Herr, ich schei' zu dir	HAUPTMANN Moritz	120				versets duPsaume 141		SATB					120			
La plus belle de la ville	JANNEQUIN Clément	120						SATB			chanson française		120			
Tant que vivrai	SERMISY	120						SATB			poème de C.Marot		120			
Kyrie des Moines (chant profane)	LALLEMENT B.	121						SATB			chanson du Québec		121			
Veni Creator Spiritus	BERLIOZ, Hector	121		latin	Pentecôte			SSAouT					121			
"Messe ""Salve Regina"" "	LANGLAIS Jean	122				Messe		TB					122			
Der 13.Psalm	BRAHMS	123						VE		Psaume 13			123			
Laudate Dominum	GODARD Marcel	123		latin				SA		chant de louange Ps. 134			123			
Psalm 13	BRAHMS J.	123						SSA		Psaume 13			123			
Benedictus	GIRAUD Patrick	124			Laudes	Cantique de Zacharie		SATB					124			
Ecce panis Angelorum	CHARPENTIER	124		latin				TTB		mottet au St Sacrement			124			
Das Agnus Dei	REGER Max	125		latin		Offertoire		SATBB					125			
Laudate Nomen Domini	TYE	125						SATB		chant de louange Ps 112			125			
Le grand désir d'aymer me tient	COMPERE Loyset	126						SAB			chant de la Renaissance		126			
Mille colombes	BRUHN	126						SATB			"ch. adaptée ""La Norma""de Bellini"		126			
Tutto lo di	LASSUS	126		vieux français				SATB			chant de la Renaissance		126			
Ipsate cogat	DE LASSUS, Orlandus	127						SA		Motet			127			
O salutaris	BOUVARD	127				Eucharistie		ST		Motet au St sacrement			127			
O Salutaris	CAPLET, André	127				Eucharistie		SMSCA		Motet au St sacrement			127			
O Salutaris	SAINT-SAENS	127				Eucharistie		S		Motet au St sacrement			127			
O Salutaris hostia	ALAIN Jehan	127				Eucharistie		SA		Motet au St sacrement			127			
O salutaris hostia	DE LA RUE	127				Eucharistie		SATB		Motet au St sacrement			127			
O salutaris hostia	FRANCK, Cesar	127				Eucharistie		SATB		Motet au St sacrement			127			
O salutaris hostia	GOUNOD	127				Eucharistie		SATB		Motet au St sacrement			127			
Ce mois de mai	JANNEQUIN	128						SATB			Chant		128			
Ce sont gallans	JANNEQUIN	128						SATB			Chant		128			
Etoile de la mer	CALMEL Roger	128						SATB			Poème de C. Peguy		128			
Innsbrück, ich muß dich lassen	ISAAC	128						SATB			Madrigal		128			
Les comédiens	AZNAVOUR Charles	128						SATB			 chanson populaire		128			
Si vous m'aimez	SERMISY	128						SATB			chanson		128			
Yesterday	LENNON - McCARTNEY	128						SATB					128			
Bogoroditsè Diévo radouisia	RACHMANINOV Serguei	129						SATB		Vëpres extrait n°6			129			
How merrily we live	EAST, Michael	129						SSA		Madrigal			129			
In the merry month of May	YOULL Henri	129						SSA			Chanson		129			
Jubilate Deo	MISKINIS V.	129						4VE		chant sacré			129			
Le printemps	FUGAIN et BLANES	129						SATB			Chanson		129			
Le vieux soldat	ORIOL, Christiane	129						SATB			Chanson		129			
Les trois cloches	LANGREE Alain	129						SATB			chanson 		129			
Ora nona	De MARZI, Bepi	129		italien				SSAA		Poème sur la Passion			129			
Douce France	TRENET, Charles	130						SATB/SSA			chanson populaire		130			
Emmenez-moi 	AZNAVOUR Charles	130						SoloTB			chant variété		130			
Le temps a laissé son manteau	CALMEL Roger	130						SATB			Poème C. d'Orléans		130			
O God, from heaven look below	PRAETORIUS 	130						TTB		vol.II d'Anthelm for men's voices			130			
O Happy Day	ANONYME	130		anglais				SATTB			Gospel		130			
O Happy Day	DE MAUCOURT	130		anglais				TTB			Gospel		130			
O quam suavis est	VILLETTE	130			Pentecôte			SSAA		Motet			130			
Thy Mercy, Jehovah	MARCELLO B.	130		anglais				TB		Psaume 36	Gospel		130			
To thee, O Lord my God	MARCELLO B.	130		anglais				TB		Psaume 25			130			
En Toi, Seigneur	SAINT-SEVERIN	131			Carême			SATB					131			
En toi, Seigneur, mon espérance	DUBAYLE	131			Carême			SATB					131			
En toi, Seigneur, mon espérance	JEFF Robert	131			Carême		G7	SATB					131			
Je suis solitaire	Akepsimas Jo	131			Carême		G 116-2	SATB					131			
Oui je me lèverai	DEISS	131			Carême		G 48	SATB					131			
"Cantate ""Jean le Baptiste"""	REVEYRON	132						SATB		Cantate			132			
"Choral final de la cantate ""Jean le Baptiste"""	REVEYRON	132						SATB		Cantate St Jean Baptiste			132			
Adoramus	ROSSELLI	133		latin	Vendredi Saint	Adoration de la croix		SATB					133			
Ave Maria	ARCADELT	133				chant marial	V	SATB					133			
Ave Maria	FRANCK	133				chant marial	V	SATB		FWV 62			133			
O bone Jesu	INGEGNERI	133		latin				SATB		Motet			133			
O bone Jesu	PALESTRINA	133		latin				SATB		Motet			133			
O magnum mysterium	PEDRO DE CRISTO	134			Noël			SATB					134			
O magnum mysterium	VICTORIA, Tomás Luis de	134			Noël			SATB					134			
Agnus Dei(Messe Octavi toni)	LASSUS Orlando de	135				Agnus Dei		SATB					135			
Gloria (messe octavi toni)	LASSUS Orlando de	135				Gloria		SATB					135			
"Kyrie et Agnus (mi b majeur) ""Quinti Toni"""	LASSUS, Orlando de	135				Kyrie et Agnus		SATB					135			
"Kyrie et Agnus Missa ""Octavi Toni"""	LASSUS, Orlando de	135				Kyrie		SATB					135			
Messe Octavi Toni	LASSUS Orlando de	135				Messe		SATB					135			
Sanctus (Missa Octavi Toni)	LASSUS Orlando de	135				Sanctus		SATB					135			
Messe des Espélugues	LECOT	136				Messe		SATB					136			
O vos omnes 2 versions	VICTORIA, Tomás Luis de	137		latin	Passion			SATB					137			
Devenez le corps du Christ = voici le pain partagé	ROBERT	138				Communion		4VM					138			
Dieu s'approchait	VINCENT Jean-Marie	138			Avent/Carême			Unisson					138			
Tournez les yeux vers le Seigneur	L EMMANUEL	138					JEM316	SA			Chanson de la Renaissance		138			
Voici le pain partagé	ROBERT Philippe	138				Communion	D 14-42	SAB					138			
Die mit Tranen saen	SCHUTZ Heinrich	139		allemand				SSATB		SWV 378			139			
Salvator Mundi	PALESTRINA	140		latin				SATB		Motet			140			
Invente avec ton Dieu=Peuple d'un Dieu de justice	BERTHIER Jacques	141				Envoi		SATB					141			
Peuple d'un Dieu de justice=Invente avec ton Dieu	BERTHIER Jacques	141				Envoi		SATB					141			
Stella coeli	HAYDN Michael	141						SSA		Motet			141			
Missa Sancti Domini	FISCHER Ferdinand	142		latin		Messe		SATB				XVII	142			
O beata et benedicta	MENDELSSOHN	143		latin	Fête de la Trinité			SAA					143			
Psaume 8 (Ton nom, Seigneur…)	GOUDIMEL	143						SATB		Psaume 8			143			
Ton nom Seigneur	GOUDIMEL	143						SATB		Psaume 8	chanson tradi anglaise		143			
Béni sois tu,Seigneur	ROZIER claude	144			Chant marial		V24	Unisson					144			
Sous votre garde = sub tuum…	DEISS	144			Chant marial		V 81	SATB					144			
Ad majorem Dei gloriam	GRYBOWSKI L.	145						SATB					145			
Honestum fecit	GALLUS/HANDL Jakob	145		latin				ATTB		Motet			145			
"Psaume 24 ""Tu es le chemin…."""	ROUCAIROL	145			Avent			SATB		Psaume 24			145			
Tu es le chemin 	ROUCAIROL	145			Avent			SATB		Psaume 24			145			
Frappez dans vos mains	GOUDIMEL	146			Ascension			SATB					146			
Pain de Dieu pour notre marche	BERTHIER J.	147			Carême	Acclamation	U 11621	SAB					147			
Pain de Dieu, Pain rompu	Akepsimas Jo	147				Communion	D 284	SATB					147			
Venez à la joie du festin	GODARD Marcel	147				Communion	D 114	SAB			Mélodie suédoise		147			
Venez du fond des temps		147				Communion		Unisson					147			
Zigeunerleben (Les bohemiens)	SCHUMANN	148		allemand/français				TB/SATB					148			
Laudate Dominum	ALAIN, Albert	149						SCA		chant de louange			149			
Eglise du Christ	LECOT	150			Eglise			SATB					150			
Gloria (messe : chantons le Seigneur)	GUILLOU Léon	150				Gloria		SATB					150			
Gloria de St Martin	PERIN Olivier	150				Gloria		SATB					150			
Viens, Ô Saint-Esprit	REVERT	150			Pentecôte		K 27-31	SATB					150			
Psaume 150	MENDELSOHNN	151						SATB		Psaume 150			151			
A pleine voix chantons pour Dieu	Anonyme XVIe	152			Noël		F180-2	SATB					152			
Peuple choisi	WACKENHEIM	152			Pentecôte		K 64	SATB					151			
Peuple où s'avance le Seigneur	BONFILS Jean	152			Pentecôte		K 82b	SATB					152			
Pour demeurer parmi les siens	DAY	152				Communion		SATB					152			
Qui mange ma chair	BERTHIER, Jacques	152				Communion		SATB					152			
Dona nobis pacem=agnus dei- 	KILAV Nojciede	153				Agnus Dei		SAATTBB					153			
Gaudens in Domino	ANONYME 	153		latin				AB		Mottet			153			
Gaudens in Domino	ANONYME XIII°	153		latin				SA		Motet			153			
Gaudent in coelis	VITTORIA	153		latin				SATB		Mottet pr les martyrs			153			
Ave mundi gloria	LANGLAIS, Jean	154				chant marial	V	SA		Mottet à la Ste Vierge			154			
"Chant à Saint Joseph ""au fil de la vie"""	GODARD Marcel	155				Hymne à St Joseph		Unisson					155			
Dieu t'a choisi (Hymne à St Joseph)	GODARD Marcel	155				Hymne à St Joseph		Unisson					155			
Heureux l'homme au cœur pur 	GODARD Marcel	155				Hymne à St Joseph		Unisson					155			
Hymne à St Joseph (Dieu t'a choisi)	GODARD Marcel	155				Hymne à St Joseph		Unisson		Hymne à St Joseph			155			
Hymne à St Joseph(Heureux l'homme au cœur pur)	GODARD Marcel	155				Hymne à St Joseph		Unisson		Hymne à St Joseph			155			
Hymne de Saint Irénée	ANONYME	155				Hymne à St Irénée		Unisson					155			
Dank sagen wi ralle	SCHUTZ	156						SATB		Mottet			156			
Laudate Pueri Dominum	HAYDN M.	156						SSA		Psaume de louange			156			
Psaume 150	FRANCK Cesar	157						SATB		Psaume 150			157			
Psaume 150	AGUIAR 	158						4VM		Psaume 150			158			
Psaume 150	BRITTEN	158						SA		Psaume 150			158			
Salmo 150	AGUIAR 	158						SATB		Psaume 150			158			
"Messe chorale ""a capella"""	BERTHIER J.	159		français		Messe		SATB					159			
Come, ye faithful	THATCHER	160		anglais	Noël			SATB					160			
Pour avancer ensemble	ANONYME	160			Pentecôte		K 20-38	SATB					160			
Salve Mater	MONNIN Frédéric	161		latin		chant marial		SATB								
Salve Regina	POULENC	161		latin		Antienne mariale		SATB					161			
The Sound of Silence	SIMON, Paul	162		anglais				SSA			chanson populaire		162			
Laetamini In Domino	NANINI, G.M	163		latin				SSA		Motet			163			
Cor mumdum crea	MISKINIS Vytautas	164		latin				SSATB		Psaume 50			164			
Miserere nostri, Domine	HASSLER Hans Leo	164		latin				SSAAB		Psaume 123			164			
Vesper in F	HAYDN, J.M.	164		latin				Unisson		Vêpres 			164			
Amicus meus	VITTORIA	165		latin	Passion Baiserde Judas			SATB					165			
Hymne à la charité	CORBOZ	165		français				SSA		Hymne D après Ubi Caritas			165			
Panis angelicus	BAINI	165		latin		Eucharistie		SSA		Motet			165			
Panis angelicus	CASCIOLINI	165		latin		Eucharistie		SSA		Motet			165			
Panis angelicus	FRANCK, Cesar	165		latin		Eucharistie		SATB		Motet			165			
Panis angelicus	HAVARD de la MONTAGNE	165		latin		Eucharistie		SA		Motet			165			
Panis Angelicus	PALESTRINA	165		latin		Eucharistie		SSA		Motet			165			
Seigneur, foyer d'amour	BROUTA	166		français		Communion	D 65	SATB		Prière de St François d'Assises			166			
Seigneur, tu cherches tes enfants	ANONYME	166		français		Communion/Unité	D 34	4VM		D après un negro spiritual			166			
Tout vient de Toi	OMBRIE D.	166		français	Louange	Entrée/Communion	C 166	SATB					166			
Au souffle ardent	POTTER	167		français				SAB		Vêpres			167			
Hymne pour l'Année Sainte de la Miséricorde	INWOOD Paul	167		latin	Miséricorde			SATB		Hymne Miséricorde			167			
Misericordias Domini	BOTOR Henryk Jan	167		latin	Miséricorde			SATB		chant de miséricorde			167			
Misericordias Domini	TAIZE	167						SSA		chant de miséricorde			167			
Seigneur, Venez, la terre est prête	RIMAUD	167			Avent		E 20	Unisson					167			
Vienne la rosée	LALLEMENT B.	167		français	Avent		ELH 103	SATB					167			
Ave Maris stella	GRIEG Edvard	168		latin		chant marial	V	SAATBB					168			
Chanson de Solveig	GRIEG	168		français				Unisson			chant		168			
Chanson de solveig	GRIEG E./MAUCOURT	168		français				SMSA			chant		168			
Missa pro defunctis	CAURROY du Eustache	169		latin	Défunts	Messe		SATBarB					169			
Missa pro defunctis	GRUBER	169		latin	Défunts	Messe		SA					169			
Christus factus est	ANONYME	170	grégorien		Passion	Messe du jeudi Saint		Unisson					170			
In paradisum 	Anonyme	170	grégorien		Défunts			Unisson					170			
Messe des Morts (notation moderne et grégorien)	ANONYME	170	grégorien			Messe		Unisson					170			
Salve Regina n°1  tons simple et solennel 	ANONYME	170	grégorien			Antienne mariale		Unisson					170			
Sur le seuil de sa maison	ANONYME	170		français	Défunts		SL 41-2	SATB			chanson populaire		170			
Ave Maria	ANONYME	171				chant marial	V	SSA					171			
La terre desséchée	TAMIE	171			Chant marial	Tropaire pr la Nativité de la Vierge	V 134-1	SSA					171			
Nous te saluons, Mère très Sainte	GELINEAU J.	171			Chant marial	Entrée		SAB					171			
Salve Regina	SCHUBERT Franz	171				Antienne mariale		TTBB					171			
Salve Regina	SCHUBERT Franz	171				Antienne mariale		SATB					171			
Agneau de Dieu, Agneau sans péché	BERTHIER, Jacques	172				Agnus Dei		SSA/TBB					172			
Gaude Maria Virgo	GORCZYCKI	172		latin	chant marial			SATB		chant marial			172			
Père,glorifie ton Fils	GODARD Marcel	172		français	Pâques	Tropaire pr le tps Pascal		SATB					172			
Tropaire à St Joseph	CTE LION DE JUDAS	172		français				SATB		St Joseph			172			
Tropaires à la Vierge	ANONYME	172		français	Salve Régina			SATB					172			
Pie Jesu + Agnus Dei	WEBBER A.L.	173		latin	Requiem	Agnus Dei		Solo/SSAAATB					173			
Nigra sum	CASALS, Pau	174		anglais/espagnol				SSA		Cant. des cantiques			174			
Venez,peuple fidèle	GODARD Marcel	174		français		Communion		SMA					174			
Sancta Maria	SCHWEITZER, Johannes	175		latin	Chant marial			SATTBB					175			
Agnus Dei (missa en G) 	CASCIOLINI	176		latin		Agnus Dei		SSA					176			
Kyrie	LONDEIX	176		latin		Kyrie		SATB					176			
Kyrie	PALESTRINA	176		latin		Kyrie		SATB					176			
Kyrie (missa en G)	CASCIOLINI	176		latin		Kyrie		SSA					176			
Seigneur Jésus,  tu es vivant	OMBRIE Dominique	177			Ascension		J 16	SATB					177			
Tu es le Dieu fidèle	VERCRUYSSE	177				Communion	D 163	SATB					177			
Tu nous guideras	JEF, Robert	177			Défunts		J 15	SATB					177			
Messe des temps nouveaux		178				Messe		SATB					178			
A Merry Christmas (Merry Christmas)	WARRELL Arthur	179						SATB		Noël			179			
Dors ma chérie	ANONYME	179		français				SATB		Noël	chanson populaire		179			
Dors ma colombe	CAROL	179		français				SATB		Noël	chanson populaire		179			
Jingle, bells	WILLCOCKS David	179		anglais				SATB		Noël			179			
Merry Christmas (A Merry Christmas)	WARRELL Arthur	179		anglais				SATB		Noël			179			
Mon beau sapin	REHAK, Jenö	179		français				SATB		Noël			179			
Te Deum	PETERS	180		latin				TTB		Hymne			180			
Te Deum	VAN NUFFEL	180		latin				SSAATTBB		Hymne			180			
Tota pulchra es	BRUCKNER	181		latin				SATB		Motet à la Vierge			181			
