Messe Octavi Toni	LASSUS Orlando de	135				Messe		SATB					135					0	VRAI
Sanctus (Missa Octavi Toni)	LASSUS Orlando de	135				Sanctus		SATB					135					0	VRAI
Messe des Espélugues	LECOT	136				Messe		SATB					136					0	VRAI
O vos omnes 2 versions	VICTORIA, Tomás Luis de	137		latin	Passion			SATB					137					0	VRAI
Devenez le corps du Christ = voici le pain partagé	ROBERT	138				Communion		4VM					138					0	VRAI
Dieu s'approchait	VINCENT Jean-Marie	138			Avent/Carême			Unisson					138					0	VRAI
Tournez les yeux vers le Seigneur	Emmanuel	138					JEM316	SA			Chanson de la Renaissance		138					0	VRAI
Voici le pain partagé	ROBERT Philippe	138				Communion	D 14-42	SAB					138					0	VRAI
Die mit Tranen saen	SCHUTZ Heinrich	139		allemand				SSATB		SWV 378			139					0	VRAI
Salvator Mundi	PALESTRINA	140		latin				SATB		Motet			140					0	VRAI
Invente avec ton Dieu=Peuple d'un Dieu de justice	BERTHIER Jacques	141				Envoi		SATB					141					0	VRAI
Peuple d'un Dieu de justice=Invente avec ton Dieu	BERTHIER Jacques	141				Envoi		SATB					141					0	VRAI
Stella coeli	HAYDN Michael	141						SSA		Motet			141					0	VRAI
Missa Sancti Domini	FISCHER Ferdinand	142		latin		Messe		SATB				XVII	142					0	VRAI
O beata et benedicta	MENDELSSOHN	143		latin	Fête de la Trinité			SAA					143					0	VRAI
Psaume 8 (Ton nom, Seigneur…)	GOUDIMEL	143						SATB		Psaume 8			143					0	VRAI
Ton nom Seigneur	GOUDIMEL	143						SATB		Psaume 8	chanson tradi anglaise		143					0	VRAI
Béni sois tu,Seigneur	ROZIER claude	144			Chant marial		V24	Unisson					144					0	VRAI
Sous votre garde = sub tuum…	DEISS	144			Chant marial		V 81	SATB					144					0	VRAI
Ad majorem Dei gloriam	GRYBOWSKI L.	145						SATB					145					0	VRAI
Honestum fecit	GALLUS/HANDL Jakob	145		latin				ATTB		Motet			145					0	VRAI
"Psaume 24 ""Tu es le chemin…."""	ROUCAIROL	145			Avent			SATB		Psaume 24			145					0	VRAI
Tu es le chemin 	ROUCAIROL	145			Avent			SATB		Psaume 24			145					0	VRAI
Frappez dans vos mains	GOUDIMEL	146			Ascension			SATB					146					0	VRAI
Pain de Dieu pour notre marche	BERTHIER J.	147			Carême	Acclamation	U 11621	SAB					147					0	VRAI
Pain de Dieu, Pain rompu	AKEPSIMAS	147				Communion	D 284	SATB					147					0	VRAI
Venez à la joie du festin	GODARD Marcel	147				Communion	D 114	SAB			Mélodie suédoise		147					0	VRAI
Venez du fond des temps		147				Communion		Unisson					147					0	VRAI
Zigeunerleben (Les bohemiens)	SCHUMANN	148		allemand/français				TB/SATB					148					0	VRAI
Laudate Dominum	ALAIN, Albert	149						SCA		chant de louange			149					0	VRAI
Eglise du Christ	LECOT	150			Eglise			SATB					150					0	VRAI
Gloria (messe : chantons le Seigneur)	GUILLOU Léon	150				Gloria		SATB					150					0	VRAI
Gloria de St Martin	PERIN Olivier	150				Gloria		SATB					150					0	VRAI
Viens, Ô Saint-Esprit	REVERT	150			Pentecôte		K 27-31	SATB					150					0	VRAI
Psaume 150	MENDELSOHNN	151						SATB		Psaume 150			151					0	VRAI
A pleine voix chantons pour Dieu	Anonyme XVIe	152			Noël		F180-2	SATB					152					0	VRAI
Peuple choisi	WACKENHEIM	152			Pentecôte		K 64	SATB					151					0	VRAI
Peuple où s'avance le Seigneur	BONFILS Jean	152			Pentecôte		K 82b	SATB					152					0	VRAI
Pour demeurer parmi les siens	DAY	152				Communion		SATB					152					0	VRAI
Qui mange ma chair	BERTHIER, Jacques	152				Communion		SATB					152					0	VRAI
Dona nobis pacem=agnus dei- 	KILAV Nojciede	153				Agnus Dei		SAATTBB					153					0	VRAI
Gaudens in Domino	ANONYME 	153		latin				AB		Mottet			153					0	VRAI
Gaudens in Domino	ANONYME XIII°	153		latin				SA		Motet			153					0	VRAI
Gaudent in coelis	VITTORIA	153		latin				SATB		Mottet pr les martyrs			153					0	VRAI
Ave mundi gloria	LANGLAIS, Jean	154				chant marial	V	SA		Mottet à la Ste Vierge			154					0	VRAI
"Chant à Saint Joseph ""au fil de la vie"""	GODARD Marcel	155				Hymne à St Joseph		Unisson					155					0	VRAI
Dieu t'a choisi (Hymne à St Joseph)	GODARD Marcel	155				Hymne à St Joseph		Unisson					155					0	VRAI
Heureux l'homme au cœur pur 	GODARD Marcel	155				Hymne à St Joseph		Unisson					155					0	VRAI
Hymne à St Joseph (Dieu t'a choisi)	GODARD Marcel	155				Hymne à St Joseph		Unisson		Hymne à St Joseph			155					0	VRAI
Hymne à St Joseph(Heureux l'homme au cœur pur)	GODARD Marcel	155				Hymne à St Joseph		Unisson		Hymne à St Joseph			155					0	VRAI
Hymne de Saint Irénée	ANONYME	155				Hymne à St Irénée		Unisson					155					0	VRAI
Dank sagen wi ralle	SCHUTZ	156						SATB		Mottet			156					0	VRAI
Laudate Pueri Dominum	HAYDN M.	156						SSA		Psaume de louange			156					0	VRAI
Psaume 150	FRANCK Cesar	157						SATB		Psaume 150			157					0	VRAI
Psaume 150	AGUIAR 	158						4VM		Psaume 150			158					0	VRAI
Psaume 150	BRITTEN	158						SA		Psaume 150			158					0	VRAI
Salmo 150	AGUIAR 	158						SATB		Psaume 150			158					0	VRAI
"Messe chorale ""a capella"""	BERTHIER J.	159		français		Messe		SATB					159					0	VRAI
Come, ye faithful	THATCHER	160		anglais	Noël			SATB					160					0	VRAI
Pour avancer ensemble	ANONYME	160			Pentecôte		K 20-38	SATB					160					0	VRAI
Salve Mater	MONNIN Frédéric	161		latin		chant marial		SATB										0	VRAI
Salve Regina	POULENC	161		latin		Antienne mariale		SATB					161					0	VRAI
The Sound of Silence	SIMON, Paul	162		anglais				SSA			chanson populaire		162					0	VRAI
Laetamini In Domino	NANINI, G.M	163		latin				SSA		Motet			163					0	VRAI
Cor mumdum crea	MISKINIS Vytautas	164		latin				SSATB		Psaume 50			164					0	VRAI
Miserere nostri, Domine	HASSLER Hans Leo	164		latin				SSAAB		Psaume 123			164					0	VRAI
Vesper in F	HAYDN, J.M.	164		latin				Unisson		Vêpres 			164					0	VRAI
Amicus meus	VITTORIA	165		latin	Passion Baiserde Judas			SATB					165					0	VRAI
Hymne à la charité	CORBOZ	165		français				SSA		Hymne d'après Ubi Caritas			165					0	VRAI
Panis angelicus	BAINI	165		latin		Eucharistie		SSA		Motet			165					0	VRAI
Panis angelicus	CASCIOLINI	165		latin		Eucharistie		SSA		Motet			165					0	VRAI
Panis angelicus	FRANCK, Cesar	165		latin		Eucharistie		SATB		Motet			165					0	VRAI
Panis angelicus	HAVARD de la MONTAGNE	165		latin		Eucharistie		SA		Motet			165					0	VRAI
Panis Angelicus	PALESTRINA	165		latin		Eucharistie		SSA		Motet			165					0	VRAI
Seigneur, foyer d'amour	BROUTA	166		français		Communion	D 65	SATB		Prière de St François d'Assises			166					0	VRAI
Seigneur, tu cherches tes enfants	ANONYME	166		français		Communion/Unité	D 34	4VM		d'après un negro spiritual			166					0	VRAI
Tout vient de Toi	OMBRIE D.	166		français	Louange	Entrée/Communion	C 166	SATB					166					0	VRAI
Au souffle ardent	POTTER	167		français				SAB		Vêpres			167					0	VRAI
Hymne pour l'Année Sainte de la Miséricorde	INWOOD Paul	167		latin	Miséricorde			SATB		Hymne Miséricorde			167					0	VRAI
Misericordias Domini	BOTOR Henryk Jan	167		latin	Miséricorde			SATB		chant de miséricorde			167					0	VRAI
Misericordias Domini	TAIZE	167						SSA		chant de miséricorde			167					0	VRAI
Seigneur, Venez, la terre est prête	RIMAUD	167			Avent		E 20	Unisson					167					0	VRAI
Vienne la rosée	LALLEMENT B.	167		français	Avent		ELH 103	SATB					167					0	VRAI
Ave Maris stella	GRIEG Edvard	168		latin		chant marial	V	SAATBB					168					0	VRAI
Chanson de Solveig	GRIEG	168		français				Unisson			chant		168					0	VRAI
Chanson de solveig	GRIEG E./MAUCOURT	168		français				SMSA			chant		168					0	VRAI
Missa pro defunctis	CAURROY du Eustache	169		latin	Défunts	Messe		SATBarB					169					0	VRAI
Missa pro defunctis	GRUBER	169		latin	Défunts	Messe		SA					169					0	VRAI
Christus factus est	ANONYME	170	grégorien		Passion	Messe du jeudi Saint		Unisson					170					0	VRAI
In paradisum 	Anonyme	170	grégorien		Défunts			Unisson					170					0	VRAI
Messe des Morts (notation moderne et grégorien)	ANONYME	170	grégorien			Messe		Unisson					170					0	VRAI
Salve Regina n°1  tons simple et solennel 	ANONYME	170	grégorien			Antienne mariale		Unisson					170					0	VRAI
Sur le seuil de sa maison	ANONYME	170		français	Défunts		SL 41-2	SATB			chanson populaire		170					0	VRAI
Ave Maria	ANONYME	171				chant marial	V	SSA					171					0	VRAI
La terre desséchée	TAMIE	171			Chant marial	Tropaire pr la Nativité de la Vierge	V 134-1	SSA					171					0	VRAI
Nous te saluons, Mère très Sainte	GELINEAU J.	171			Chant marial	Entrée		SAB					171					0	VRAI
Salve Regina	SCHUBERT Franz	171				Antienne mariale		TTBB					171					0	VRAI
Salve Regina	SCHUBERT Franz	171				Antienne mariale		SATB					171					0	VRAI
Agneau de Dieu, Agneau sans péché	BERTHIER, Jacques	172				Agnus Dei		SSA/TBB					172					0	VRAI
Gaude Maria Virgo	GORCZYCKI	172		latin	chant marial			SATB		chant marial			172					0	VRAI
Père,glorifie ton Fils	GODARD Marcel	172		français	Pâques	Tropaire pr le tps Pascal		SATB					172					0	VRAI
Tropaire à St Joseph	CTE LION DE JUDAS	172		français				SATB		St Joseph			172					0	VRAI
Tropaires à la Vierge	ANONYME	172		français	Salve Régina			SATB					172					0	VRAI
Pie Jesu + Agnus Dei	WEBBER A.L.	173		latin	Requiem	Agnus Dei		Solo/SSAAATB					173					0	VRAI
Nigra sum	CASALS, Pau	174		anglais/espagnol				SSA		Cant. des cantiques			174					0	VRAI
Venez,peuple fidèle	GODARD Marcel	174		français		Communion		SMA					174					0	VRAI
Sancta Maria	SCHWEITZER, Johannes	175		latin	Chant marial			SATTBB					175					0	VRAI
Agnus Dei (missa en G) 	CASCIOLINI	176		latin		Agnus Dei		SSA					176					0	VRAI
Kyrie	LONDEIX	176		latin		Kyrie		SATB					176					0	VRAI
Kyrie	PALESTRINA	176		latin		Kyrie		SATB					176					0	VRAI
Kyrie (missa en G)	CASCIOLINI	176		latin		Kyrie		SSA					176					0	VRAI
Seigneur Jésus,  tu es vivant	OMBRIE Dominique	177			Ascension		J 16	SATB					177					0	VRAI
Tu es le Dieu fidèle	VERCRUYSSE	177				Communion	D 163	SATB					177					0	VRAI
Tu nous guideras	JEF, Robert	177			Défunts		J 15	SATB					177					0	VRAI
Messe des temps nouveaux		178				Messe		SATB					178					0	VRAI
A Merry Christmas (Merry Christmas)	WARRELL Arthur	179						SATB		Noël			179					0	VRAI
Dors ma chérie	ANONYME	179		français				SATB		Noël	chanson populaire		179					0	VRAI
Dors ma colombe	CAROL	179		français				SATB		Noël	chanson populaire		179					0	VRAI
Jingle, bells	WILLCOCKS David	179		anglais				SATB		Noël			179					0	VRAI
Merry Christmas (A Merry Christmas)	WARRELL Arthur	179		anglais				SATB		Noël			179					0	VRAI
Mon beau sapin	REHAK, Jenö	179		français				SATB		Noël			179					0	VRAI
Te Deum	PETERS	180		latin				TTB		Hymne			180					0	VRAI
Te Deum	VAN NUFFEL	180		latin				SSAATTBB		Hymne			180					0	VRAI
Tota pulchra es	BRUCKNER	181		latin				SATB		Motet à la Vierge			181					0	VRAI
Tota pulchra es 	ANONYME	181	grégorien					Unisson		Motet à la Vierge			181					0	VRAI
Tota Pulchra Es ( Ecole Anglaise)	ANONYME	181						SSA		Motet à la Vierge			181					0	VRAI
Litanies d'appels	GODARD Marcel 	182			Litanies d'appels			SAB					182					0	VRAI
O père des siècles du monde	GODARD Marcel	182			Office du matin			SATB					182					0	VRAI
Ouvre mes yeux 	GODARD Marcel	182			Carême		G 79-3	SAB					182					0	VRAI
Père caché qui sacrifias	GODARD Marcel	182			Epiphanie	Hymne		SATB										0	VRAI
Que cherchez vous au soir tombant	GODARD Marcel	182			Pâques		I 78-3	SAB					182					0	VRAI
Tropaire pour le 14e dimanche	GODARD Marcel	182			14° dimanche			Solo/4VM					182					0	VRAI
Venez au jour	GODARD Marcel	182			Carême		G 103-3	SATB					182					0	VRAI
Alleluia, laudem dicite	HASSLER H.L.	183			Offertoire	Alleluia		Solo/4VM					183					0	VRAI
Tanzen und springen	HASSLER H.L.	183						Solo/4VM					183					0	VRAI
Puisque Dieu nous a aimés	LECOT	184			Noël		F 168	Solo/4VM					184					0	VRAI
Trio des Anges	MENDELSSOHN	184						Solo/4VM		ext Oratorio d'Elie			184					0	VRAI
Messe du partage	DANIEL Etienne	185				Messe		Solo/4VM					185					0	VRAI
Lauda Jerusalem	DARROS Abbé	186			Acclamation			Solo/4VM		Psaume			186					0	VRAI
Viens Seigneur étancher notre soif	LOUPPE Thibaut	186			Avent			Solo/4VM					186					0	VRAI
Viens Seigneur étancher notre soif	PROPHETTE M.	186			Avent		E 83	Solo/4VM					186					0	VRAI
Voici que s'ouvrent pour le roi	BERTHIER Jacques	187			Rameaux			Solo/4VM					187					0	VRAI
Voici que s'ouvrent pour le roi	GODARD Marcel	187			Rameaux			Solo/4VM					187					0	VRAI
Voyageurs aux pas perdus	GODARD Marcel	187			Rassemblement		A 124-1b	Solo/4VM					187					0	VRAI
Gloria	PRAETORIUS	188				Gloria		Solo/4VM					188					0	VRAI
Kyrie eleison	PRAETORIUS	188				Kyrie		Solo/4VM					188					0	VRAI
Ave Maria	BRAHMS	189				chant marial	V	Solo/4VM					189					0	VRAI
Cantique de Marie, Magnificat		190			Chant marial			Solo/4VM					190					0	VRAI
Magnificat	DUCHAMP Jean-François	190				Magnificat		Solo/4VM					190					0	VRAI
Magnificat	LAFARGUE Yves	190		latin		Magnificat		SATB		tiré du fond patrimonial du Puy XVIII			190					0	VRAI
Magnificat de Ste MARIE	DUCHAMP Jean-François	190			Chant marial			Solo/4VM					190					0	VRAI
Magnifique est le Seigneur	DONNET  Thérèse	190			Chant marial		V 159	Solo/4VM					190					0	VRAI
Venez mes enfants	GEOFFRAY César	191			Avent, Noël			Solo/4VM					191					0	VRAI
Adoramus 	DE LASSUS, Orlandus	192			Adoration eucharistique			Solo/4VM					192					0	VRAI
Adoramus Te	DE LASSUS, Orlandus	192			Adoration eucharistique			Solo/4VM					192					0	VRAI
Adoramus te	GASPARINI	192			Adoration eucharistique			Solo/4VM					192					0	VRAI
Adoramus te	MARTINI	192			Adoration eucharistique			Solo/4VM					192					0	VRAI
Vere languores nostros	CAMPRA	192						Solo/4VM		Motet			192					0	VRAI
Vere languores nostros	LOTTI	192						Solo/4VM		Motet			192					0	VRAI
Bienheureux les élus de Dieu	DANIEL	193			Toussaint		W	Solo/4VM					193					0	VRAI
Chants pour la célébration de la Toussaint	ANONYME	193			Toussaint			Solo/4VM					193					0	VRAI
Communion de la Toussaint	GEOFFRAY	193				Toussaint		Solo/4VM					193					0	VRAI
Heureux le Peuple (Psaume des Béatitudes)	DUCHESNEAU	193			Toussaint	Béatitudes		Solo/4VM					193					0	VRAI
A ceremony of carols  ( I - Processions)	BRITTEN	194						Solo/4VM		Noël		XX	194					0	VRAI
Allez par toute la terre (Missa Pro europa)	BERTHIER Jacques	194			Témoignage		TL20-76	Solo/4VM					194					0	VRAI
Babulalow extrait de A ceremony of Carols	BRITTEN B.	194						Solo/4VM					194					0	VRAI
Messe pro Europa	BERTHIER Jacques	194				Messe		Solo/4VM					194					0	VRAI
Missa pro Europa	BERTHIER	194				Messe		Solo/4VM					194					0	VRAI
Parole du Seigneur Jésus (Messe Pro Europa)  	BERTHIER Jacques	194				Communion		Solo/4VM					194					0	VRAI
Gott ist mein hirt (Psalm 23)	SCHUBERT	195						Solo/4VM		Psaume 23			195					0	VRAI
Bienheureux qui te reçoit	AKEPSIMAS Jo	196					K	Solo/4VM					196					0	VRAI
Lauda Ierusalem	BINACHON frère Clément	196						Solo/4VM		Hymne			196					0	VRAI
Agnus Dei	KROPFREITER	197				Agnus Dei		Solo/4VM					197					0	VRAI
Kyrie	KROPFREITER	197				Kyrie		Solo/4VM					197					0	VRAI
Te Deum (grégorien)	ANONYME	197						Solo/4VM		Hymne			197					0	VRAI
Agnus Dei (messe en La)	LOTTI	198				Agnus Dei		Solo/4VM					198					0	VRAI
Agnus Dei (messe en si b)	LOTTI	198				Agnus Dei		Solo/4VM					198					0	VRAI
Kyrie Eleison XI (Notation Moderne)	ANONYME	198				Kyrie		Solo/4VM					198					0	VRAI
Kyrie XI (Orbis factor)	ANONYME	198				Kyrie		Solo/4VM					198					0	VRAI
Messe Brève	LOTTI Antonio	198				Messe		Solo/4VM					198					0	VRAI
Messe brève 	LOTTI Antonio	198				Messe		Solo/4VM					198					0	VRAI
Messe en La	LOTTI Antonio	198				Messe		Solo/4VM					198					0	VRAI
Messe en si b	LOTTI Antonio	198				Messe		Solo/4VM					198					0	VRAI
Sanctus XI (Notation Moderne)	ANONYME	198						Solo/4VM					198					0	VRAI
Envoie tes messagers,Seigneur	ROZIER Claude	199			Témoignage		T1	Solo/4VM					199					0	VRAI
Le pain que tu nous donnes	JEF, Robert	199				Communion	D 83	Solo/4VM					199					0	VRAI
Pour l'appel à rejoindre ton peuple	BERTHIER Jacques	199			Carême		G 14-58-1	Solo/4VM					199					0	VRAI
Qui donc est Dieu?	ROZIER Claude	199			Mystère de Dieu		L 82-2	Solo/4VM					199					0	VRAI
Ave Maria	ALAIN Jehan	200				chant marial	V	Solo/4VM					200					0	VRAI
Ave Maria en si b et la b	SCHUBERT F.	200				chant marial	V	Solo/4VM					200					0	VRAI
Bist du bei mir	BACH Johann Sebastian	200						Solo/4VM		sacré, baroque			200					0	VRAI
Cantate de Pâques	BACH Johann Sebastian	200			Pâques			Solo/4VM		Cantate de Pâques			200					0	VRAI
Ciaccona del Paradiso e del Inferno	ANONYME	200						Solo/4VM		chaconne			200					0	VRAI
Duetto buffo di due gatti	ROSSINI Gioacchino	200						Solo/4VM			solo		200					0	VRAI
Hymne à la Sainte Vierge	BERTHIER, Jacques	200			Chant marial			Solo/4VM					200					0	VRAI
Jesu dulcedo	ESTERHAZY	200						Solo/4VM		Hymne			200					0	VRAI
Jesu ist das schönste Licht	BACH	200						Solo/4VM		Cantate BWV 474			200					0	VRAI
Lacrymosa	VERDI J.	200						Solo/4VM		Messe de Requiem			200					0	VRAI
Le Messie solo Basse	HAENDEL	200						Solo/4VM		Oratorio			200					0	VRAI
Magnificat	BACH Johann Sebastian	200				Magnificat		Solo/4VM		BWV243			200					0	VRAI
Martin et Martine	MOZART W.A.	200						Solo/4VM			chanson		200					0	VRAI
O Dulcis amor	BERNIER N.	200						Solo/4VM		Motet			200					0	VRAI
O Jesulein süss, O Jesulein mild	BACH	200						Solo/4VM					200					0	VRAI
O Mundi Gloria	BERNIER N.	200						Solo/4VM					200					0	VRAI
O Poder	TERNARI	200						Solo/4VM					200					0	VRAI
Pie Jesu	FAURE Gabriel	200						Solo/4VM		Requiem			200					0	VRAI
Pulchra es	MONTEVERDI	200						Solo/4VM		"ext. ""Vêpres de la Vierge"""			200					0	VRAI
Quam suavis est	ALAIN Jehan	200						Solo/4VM		Motet AWV 39 			200					0	VRAI
Que ton amour a de charmes	GODARD Marcel	200						Solo/4VM		Le Cantique des cantiques			200					0	VRAI
Rose sauvage	SCHUBERT Franz	200						Solo/4VM			chanson		200					0	VRAI
Schafe tönen ficher weiden	BACH Johann Sebastian	200						Solo/4VM		Cantate			200					0	VRAI
Trosteiche Jesuslieder : Was bist du dosh….	FREYLINGHAUSEN	200						Solo/4VM					200					0	VRAI
Veni Creator	CHARPENTIER Marc-Antoine	200			Pentecôte	 		Solo/4VM					200					0	VRAI
Verbum Caro	CAMPRA	200						Solo/4VM					200					0	VRAI
Vom Leiden und Sterben Jesu Christi	FRANCK J.W.	200						Solo/4VM		Motet sur la Passion du Christ	Ronde	XVII	200					0	VRAI
Von der Geburt Jesu Christi	CRUGER J.	200						Solo/4VM		Motet Naissance de J.C.			200					0	VRAI
Von der Sendung des Heiligen Geistes	CRUGER J.	200						Solo/4VM		Motet au St Esprit			200					0	VRAI
Cantate 78 Aria Duetto	BACH Johann Sebastian	201						Solo/4VM		Cantate 78			201					0	VRAI
Extrait Cantate BWV78(Aria Duetto)	BACH Johann Sebastian	201						Solo/4VM		Cantate			201					0	VRAI
Herr, ich hoffe darauf	SCHUTZ	201						Solo/4VM		chant sacré			201					0	VRAI
Ich bin die Auferstehung	SCHUTZ	201						Solo/4VM		SWV 324			201					0	VRAI
Ich danke dem Herrn von ganzen Herzen	SCHUTZ	201						Solo/4VM		SWV 284			201					0	VRAI
Ihr Heiligen, lobsinget dem Herren	SCHUTZ	201						Solo/4VM		SWV 288			201					0	VRAI
Lascia ch'io pianga	HAENDEL	201						Solo/4VM		"Ext. de l'opéra""""Rinaldo"""			201					0	VRAI
Lobet den Herren, der zu Zion wohnet	SCHUTZ	201						Solo/4VM		SWV 293 Louange			201					0	VRAI
Meister, wir haben die ganze Nacht gearbeitet	SCHUTZ	201					SVW 	Solo/4VM		Motet			201					0	VRAI
O hilf Christe, Gottes Sohn	SCHUTZ	201						Solo/4VM		Hymne			201					0	VRAI
Wohl dem, der nicht wandelt im Rat der Gottlosen	SCHUTZ	201						Solo/4VM		SMV 290			201					0	VRAI
Gloire à Dieu de la Messe du Rassemblement		202				Gloria		Solo/4VM					202					0	VRAI
Jésus, gardien fidèle	BERTHIER Jacques	202				PU		Solo/4VM					202					0	VRAI
Prière des Frères Moraves	ANONYME	203						Solo/4VM		Prière 		XVI	203					0	VRAI
Total Praise	SMALLWOOD Richard	204						Solo/4VM		Noël			204					0	VRAI
Messe en symphonie (restitué par Xavier Jannot)	NEUKOMM	205				Messe		Solo/4VM					205					0	VRAI
Alleluia du Messie	HAENDEL	206				Alleluia		Solo/4VM					206					0	VRAI
Dextera Domini	PALESTRINA	207			Epiphanie			Solo/4VM					207					0	VRAI
Le soleil et la lune arrt Maucourt	TRENET Charles	207						Solo/4VM			chanson		207					0	VRAI
Bénissons le Seigneur (cantique des 3 enfants)	BERTHIER	208				Louange		Solo/4VM					208					0	VRAI
Cantique des 3 enfants	BERTHIER Jacques	208						Solo/4VM		Cantique			208					0	VRAI
Cantique des 3 enfants	GELINEAU J.	208						Solo/4VM		Cantique			208					0	VRAI
Laudate Dominum versets en français ou/et en anglais	BERTHIER, Jacques	208						Solo/4VM		chant de louangePs.  150			208					0	VRAI
Le Cantique des trois enfants = Bénissez le Seigneur	BERTHIER Jacques	208						Solo/4VM					208					0	VRAI
Surrexit Christus	BERTHIER Jacques	208			Pâques			Solo/4VM					208					0	VRAI
Aimer, c' est tout donner	EPHRAIM	209				Communion		Solo/4VM					209					0	VRAI
La première en chemin, Marie	ANONYME	209			Chant marial			Solo/4VM					209					0	VRAI
Souffle imprévisible	AKEPSIMAS	209			Pentecôte		K28-44	Solo/4VM					209					0	VRAI
Benedicite omnia opera domini domino	GODARD Marcel	210				Action de Grâce		Solo/4VM					210					0	VRAI
Disciples de Jésus	BERTHIER, Jacques	210				Communion	D291	Solo/4VM					210					0	VRAI
"Messe ""Dieu prends pitié"""	LANGLAIS Jean	210				Messe		Solo/4VM					210					0	VRAI
Djinns	FAURE	211						Solo/4VM			d'après un poème de Victor Hugo		211					0	VRAI
Les Djinns	FAURE Gabriel	211						Solo/4VM			op 12 texte V.Hugo		211					0	VRAI
Membra Jesu nostri   n°1,2,3,4	BUXEHUDE	212						Solo/4VM		Cantates pr le tps Passion			212					0	VRAI
Ave Maria	LAURIDSEN Morten	213				chant marial	V	Solo/4VM					213					0	VRAI
Ave Maria	RHEINBERGER	213				chant marial	V	Solo/4VM					213					0	VRAI
Immortal Bach	NYSTEDT Knut	213						Solo/4VM		chant sacré			213					0	VRAI
Acclamation de la prière eucharistique, Sanctus	BERTHIER Jacques	214				Acclamation		Solo/4VM					214					0	VRAI
Amen, Gloire et louange	BERTHIER Jacques	214				Amen	C13-18	Solo/4VM					214					0	VRAI
Envoie ton Esprit sur ton peuple (épiclèse:que tes œuvres sont belles)	BERTHIER Jacques	214				Epiclèse		Solo/4VM					214					0	VRAI
Esprit de Dieu, intercède pour nous	ANONYME	214				PU		Solo/4VM					214					0	VRAI
Homme au milieu des hommes	BERTHIER Jacques	214				Pénitence	A220-1	Solo/4VM					214					0	VRAI
Nous attendons ta venue dans la gloire (que tes œuvres sont belles)	ANONYME	214				Anamnèse		Solo/4VM					214					0	VRAI
Pour ta Gloire, pour le Salut du monde (que tes œuv.)	BERTHIER Jacques	214				Intercession		Solo/4VM					214					0	VRAI
Que tes oeuvres sont belles	BERTHIER Jacques	214				Rassemblement	A 219-1	Solo/4VM					214					0	VRAI
Agneau de Dieu,agneau vainqueur	BERTHIER, Jacques	215				Agnus Dei		Solo/4VM					215					0	VRAI
Allez dire à tous les hommes	BERTHIER Jacques	215			Témoignage		T3O	Solo/4VM					215					0	VRAI
Au plus haut du ciel	BERTHIER Jacques	215					C 221-1	Solo/4VM					215					0	VRAI
Que soit parfaite notre unité	BERTHIER Jacques	215				Communion	D 341-1	Solo/4VM					215					0	VRAI
Agneau de Dieu (Messe Vienne la Paix)	BERTHIER, Jacques	216				Agnus Dei		Solo/4VM					216					0	VRAI
D'où viens-tu ?	BERTHIER, Jacques	216						Solo/4VM		chant du soir			216					0	VRAI
Guéris mon âme 	BERTHIER Jacques	216			Pénitence			Solo/4VM					216					0	VRAI
Jésus, Verbe de Dieu, Kyrie	BERTHIER Jacques	216				Kyrie		Solo/4VM					216					0	VRAI
La gloire de Dieu Notre Père	BERTHIER Jacques	216				Communion	D 383-1	Solo/4VM					216					0	VRAI
Préparation pénitentielle	BERTHIER, Jacques	216				Prép.pénitentielle	AL 142	Solo/4VM					216					0	VRAI
A toutes les nations du monde	BERTHIER	217						Solo/4VM		XX			217					0	VRAI
Exultons de sa joie	BERTHIER Jacques	217			Messe de J.Bapt.	Entrée		Solo/4VM					217					0	VRAI
Prenez la tenue de service	BERTHIER, Jacques	217			Avent			Solo/4VM					217					0	VRAI
Veillons jusqu'au jour	BERTHIER Jacques	217			Mystère de Dieu		M 516	Solo/4VM		Tropaire pr32,33,34°dim			217					0	VRAI
"Alleluia Messe ""La source de la vie"""	ROBERT	218				Alleluia		Solo/4VM					218					0	VRAI
"Kyrie Messe ""La source de la vie"""	ROBERT Philippe	218				Kyrie		Solo/4VM					218					0	VRAI
"Messe ""la source de la vie"""	ROBERT Philippe	218				Messe		Solo/4VM					218					0	VRAI
"Messe ""La source de la vie"""	ROBERT Philippe	218				Messe 		Solo/4VM					218					0	VRAI
Acclamations pr. euchar. Pr enfts au cœur de ce monde	BERTHIER, Jacques	219				Acclamation		Solo/4VM					219					0	VRAI
Agneau glorieux (au cœur de ce monde)	BERTHIER, Jacques	219				Agnus Dei		Solo/4VM					219					0	VRAI
Au coeur de ce monde	BERTHIER Jacques	219			Rassemblement		A 238-1	Solo/4VM					219					0	VRAI
Gloire à Dieu dans le ciel	BERTHIER Jacques	219				Gloria		Solo/4VM					219					0	VRAI
Il est l'agneau et le pasteur (au cœur de ce monde)	BERTHIER, Jacques	219				Acclamation		Solo/4VM					219					0	VRAI
Jésus, berger de toute humanité (au cœur de ce monde)	BERTHIER Jacques	219				Kyrie		Solo/4VM					219					0	VRAI
"Messe ""Au coeur de ce monde"""	BERTHIER, Jacques	219				Messe		Solo/4VM					219					0	VRAI
Prière eucharistique II pour assemblées d'enfants	BERTHIER Jacques	219				Prière eucharistique		Solo/4VM					219					0	VRAI
Messe Festive	FONTAINE Isabelle	220				Messe		Solo/4VM					220					0	VRAI
