Chant du soir	BARDOS Lajos	82						SATB			chant				
Dein, O Herr, istdie kraft	REGER Max	82		allemand				Solo+SATB							
Fanfare du printemps	BOVET	82						SATB			chant				
Mah navou	BONIA Shom	82		hébreux				Solo+TB		Chant pour la paix					
Yerouchalayïm Chél Zahav (=Jérusalem d or)	SHEMER Neomi	82		hébreux				SAB		chant hébraïque					
Libera me	KOSCAR	83						SMSA		Prière pr Messe Requiem					
PsalmusVI (Domine ne in furore)	VAN NUFFEL	83						SATB		Psaume 6					
Psaume CXLI (141)	VAN NUFFEL	83						SSAATTBB		Psaume 141					
Also hat Gott die welt geliebt	SCHUTZ	84		allemand	Pentecôte			SATTB		Mottet SWV 380					
O notre Dieu et Seigneur	GOUDIMEL	84						SCATB		chant de louange Renaissance					
Virgo Dei genitrix	BOUZIGNAC	84		latin		chant marial		SSATTB		Chant marial					
Gaudet chorus celestium	MARCELLO	85		latin	Noël			SATB		Noël					
Minuit Chrétiens (2 versions)	ADAM	85			Noël			Solo+SATB		Noël					
Toi qui viens pour tout sauver	ANONYME	86			Avent		E 68 	SATB							
Préparation pénitentielle	DIEUAIDE, Jean-Michel	87				Kyrie		SAB							
PréparationPénitentielleMesse Polyphonie pour 1avenir	RICHARD Paul	87				Kyrie		SATB							
Supplication	SCHUBERT	87				Kyrie		SATB							
Cantate 28-231	BACH Johann Sebastian	88						SATB		Cantate 28-231					
"Cantate 61 ""Nun Komm, der Heiden Heiland…"""	BACH Johann Sebastian	88						SATB		Cantate 61					
Choral : Herr christ, der ein ge Gott s-sohn (extrait cantate 22)	BACH Johann Sebastian	88						SATB		Cantate 22					
Esprit de Dieu pour notre terre	BERTHIER Jacques	88			Pentecôte			Unisson							
Splendeur de la création 	DEISS	88			Pentecôte		K 17	SATB							
Gloire et Louange à toi =Tollite hostias	SAINT-SAENS	89			Pâques			SATB							
Oratorio de Noel	SAINT-SAENS	89						SATB							
Jubilez , dansez de joie	AKEPSIMAS	90					A28-52	3VM							
Miserere opus 44	GORECKI Henryk Mikolaj	90						SSAATTBB		1 mouvement, 11 sections		XX			
Kyrie Litanie à la Ste Vierge	HAYDN J.M.	91				Kyrie		SSSA							
Regina caeli laetare (2 versions)	CHARPENTIER	91				Antienne mariale		SA							
Gloria Dei vivens homo	GODARD Marcel	92						SATB		chant sacré					
Laboravi in gemitu	CALDARA	92						ATB		Motet					
La Nuit	RAMEAU	93						SATB			Hymne à la nuit				
L amour de moy	BOLLER	93						SMSA			chanson populaire				
Sur la route de Montpellier	BOLLER	93						SATB							
Âme du Christ	GELINEAU J.	94				Communion	D21	SSA							
Devenez ce que vous recevez	VERBE DE VIE	94				Communion		SATB							
Dieu nous invite à son festin	LEMOINE Patrick	94				Communion		SATB							
En accueillant l amour	ANONYME	94				communion	D 379	Unisson							
Pain de Feu	EPHREM	94				Communion		SA							
Away in a manger	KIRKPATRICK W.J.	95			Noël			SATB		Noël					
Away in a manger	SPILMAN J.E.	95			Noël			SA		Noël					
Deck the hall	WILLCOCKS David	95			Noël			SATB		Noël					
O nuit brillante	BOVET	95			Noël			TB		Noël					
O regem caeli	VICTORIA, Tomás Luis de	95			Noël			TTBaryB		Noël					
Gloria	HUMMEL, Bertold	96				Gloria		4VM							
Introitus: Psalmus 112(113)	HUMMEL, Bertold	96				Introït		SATB							
Kyrie	HUMMEL, Bertold	96				Kyrie		3VE							
Kyrie Eleison	LONDEIX François	96				Kyrie		SATB							
Messe (Kyrie et Sanctus)	LONDEIX François	96				Messe		4VM							
Messe Laudate Pueri	HUMMEL	96				Messe		4VM							
O Seigneur comment reconnaître	JEF, Robert	96			Action de Grâce		C9	SATB							
Sanctus	LONDEIX François	96				Sanctus		SATB							
Trinité que j adore	LEVEQUE Jean	96					K 2	SA		d Elisabeth de la Trinité					
Ich weiche nicht von deinen Rechten	MENDELSSOHN	97						SATB		Psaume 119					
Joie du Christ ressuscité	LEBON	97			Témoignage		T 47	SATB							
Gloire à Dieu	DIEUAIDE J.M.	98		français		Gloria		S/SATB							
Gloire à Dieu, paix aux hommes	BERTHIER Jacques	98				Gloria		Unisson							
Gloire à Dieu, paix aux hommes	BERTHIER Jacques	98				Gloria		SATB							
Gloire à toi qui était mort	ANONYME	98				Gloria 		SATB		Folklore écossais					
Préparation pénitentielle	MONTAGNE	98				Prép.pénitentielle		Unisson							
Quand nous mangeons ce pain (Anamnèse 2)	GODARD Marcel	98				Anamnèse		4VM							
Sanctus de Saint-Séverin (2 versions)	CHAPUIS	98				Sanctus	AL 20	SATB							
Ta mort Seigneur	CNEUDE	98				Anamnèse	C 51	SAB							
Jesu meine Freude 4 chorals 	BACH Johann Sebastian	99						4VM		Motet BWV 227					
Jesu, mein Freude	BACH Johann Sebastian	99						3VE		Motet BWV 227					
Femme revêtue de soleil	GODARD Marcel	100				Chant marial		SA		chant marial					
Le Cantique de la Vierge Marie = Magnificat	GELINEAU, J.	100				Magnificat		Unisson		Magnificat					
Le Petit Cantique de Marie = Magnificat	GODARD Marcel	100				Magnificat		SS		Magnificat					
Magnificat	GELINEAU, J.	100				Magnificat		Solo							
Magnificat	PURCELL Henry	100				Magnificat		SATB							
Magnificat = le Petit Cantique de Marie	GODARD	100				Magnificat		2VE							
Magnificat de Lourdes	LECOT	100				Magnificat	Z 170-17	SATB							
Ave Verum	ELGAR, EDWARD	101		latin				SATB		Motet au St Sacrement		XX			
Ave Verum	GOUNOD	101						Solo+SATB		Motet au St Sacrement					
Ave verum	VIERNE	101						Solo		Motet au St Sacrement					
Ave verum corpus	GODARD Marcel	101						SATB		Motet au St Sacrement		XX			
Invitatoire pour le temps de l  Avent	GODARD Marcel	102			Avent			SSA							
Invocations pour la prière litanique	GODARD Marcel	102			Avent	Invocation		SATB							
Invocations pour la prière litanique	GODARD Marcel	102			Noël	Invocation		SATB							
Litanies pénitentielles ( Noêl)	GODARD Marcel	102			Litanies pr Noël			SATB/							
Litanies pénitentielles (Avent)	GODARD Marcel	102			Litanies pr Avent			SA							
O viens Emmanuel	GODARD Marcel	102			Avent			SATB							
Sauvés des mêmes eaux	BERTHIER Jacques	102			Pâques		I.20-72-2	SATB							
Sauvés des mêmes eaux	ROBERT Philippe	102			Pâques		I.20-72-2	SATB							
Litanies à la Vierge noire	POULENC	103						SMSA		Litanies à la Vierge Noire		XX			
Ach Gott und Herr, wie gross und schwer	BACH Johann Sebastian	104						SATB		Choral BWV 714					
Komm, Jesu komm ( Final)	BACH Johann Sebastian	104						SATB		Choral 					
La flûte enchantée extraits	MOZART Wolfgang Amadeus	104						SSA		K 620					
Macht hoch die Tür	DISTLER Hugo	104						SSA		Hymne					
C est pour nous que le Christ a souffert	GELINEAU J.	105			Carême		H	SAB		Cantique de St Pierre					
Christ est venu	WACKENHEIM Michel	105				Anamnèse		SATB							
Credo	DUCHAMP, Jean-François	105				Credo		SATB							
Donne-nous,Seigneur un coeur nouveau	DEISS	105			Pentecôte			SATB							
L Alliance Nouvelle	DEISS	105			Pentecôte		 K 41	SATB							
Nous rappelons ta mort	GODARD Marcel	105				Anamnèse		SAB							
Réveille ta puissance	JEF, Robert	105			Avent		E 2	SATB							
Revêts, Seigneur, de ta justice	ANONYME	105						SATB		Psaume 71					
Ta mort, Seigneur, nous l annonçons	MARTHOURET	105				Anamnèse		SAB							
Tu as connu la mort	WACKENHEIM	105				Anamnèse	C 89	SA							
Ave Maria (2 versions)	CACCINI, Giulio	106				chant marial	V	SSA/SATB							
Christ est vraiment ressuscité	VULPIUS	107			Pâques		I169	SATB							
Graine jetée en terre	GODARD Marcel	107			Pâques			SATB							
Le Christ est vivant	LECOT	107			Pâques		I.214	SATB							
Loué sois-tu, ô Jésus Christ	VULPIUS	107			Pâques	Louange		SSA							
Nous formons un même corps	LECOT	107				Communion	C 105	Unisson							
Nous marchons vers l unité	REBOUD	107				Communion	D 125	SATB							
Seigneur Jésus, tu es présent	ANONYME	107				Communion		SATB							
Souviens Toi de Jésus-Christ	DEISS	107				Psaume 62		SATB		Psaume 62					
Un grand vent s est levé	GODARD Marcel	107			Pentecôte			SA							
Un seul Seigneur	DEISS	107			Pâques		I.46	SATB							
Cantate à la Bienheureuse	JAVOUHEY A.M.	108						SA		Cantate à la Bienheureuse					
Louange de gloire	DEISS	108				LouangePsaume 65		SATB							
Louange Eucharistique	BAYLE	108				Sanctus	C230	SATB							
Messe de San Lorenzo	HAUGUEL Charles-Eric	108				Messe		SATB							
Saint le Seigneur de l univers	BAYLE	108				Sanctus	C 230	4VM							
Seigneur que ta parole	LE GALL	108			Rassemblement		A 51	SATB							
Terre entière chante ta joie	DEISS	108			Pâques		I 33	4VM		Psaume 65					
Eglise du Seigneur	Prose de Paris	109			Eglise		K 128	SATB						2 harmonisations	
Eglise du Seigneur = Peuple de Dieu, Cité de l Emmanuel 	LECOT	109			Eglise			SATB							
Jerusalem et Sion=Prose de la Dédicace de Paris	SAINT VICTOR	109	grégorien		dédicace 9 novembre			Unisson							
O prends mon âme	Trad hébraïque	109			Dieu			SATB							
Peuple de Dieu,cité de l Emmanuel=Eglise du Seigneur	Prose de Paris	109			Eglise			4VM							
Prose de la Dédicace de Paris=Jerusalem et Sion(grég)	SAINT VICTOR	109			dédicace 9 novembre			Unisson							
Laisserons-nous à notre table	AKEPSIMAS	110				Communion	E 161	SATB							
Louange à Toi , Trinité sainte	FREMONT, Jean-François	110	Grég/français		Trinité	Louange		SATB							
Lumière des hommes	DUMAS	111			Carême			SATB							
Lumière des hommes	MEAUCOURT de	111			Carême			SATB							
Ne craignez pas	AKEPSIMAS	111			Carême		G 139	SATB							
Ta nuit sera lumière de midi	AKEPSIMAS	111			Carême		G 212	SATB							
Tropaire pour la nativité	DUMAS	111			Noël			SAB							
Tropaire pour le 1er dimanche de l Avent	DUMAS	111			1° dim de l Avent			SAB							
Les mains ouvertes	VERCRUYSSE	112			louange des heures		P 93	Unisson							
L Esprit de Dieu repose sur moi	DEISS	112			Pentecôte		K 35	SATB							
Nous chanterons pour Toi Seigneur 	ANONYME	112			Pentecôte		K 38	4VM							
Messe Pater Cuncta 	ANONYME	113	grégorien			Messe		Unisson							
Alleluia	THOMPSON	114		hébreu		Alleluia		SATB							
Dextera Domini	FRANCK César	114			Epiphanie			SATB		FWV 65					
Adieu foulards	Anonyme	115						SSAA			chanson				
Nouvelle lune	GODARD Marcel	115						SA			11°jr de la lune de Janvier				
Sur le pont d  Avignon	NEES Vic	115						SATB			chanson populaire				
You ve Got To Hide Your Love Away	LENNON - McCARTNEY	115						SATB			Chanson des Beatles			a capella	
Lucis Creator Optime	REVEYRON	116		latin				SAA		Hymne					
Messe en symphoniedu Puy en Velay (restitué par Xavier Jannot)	ANONYME	117				Messe		8VM							
Dans le creux de nos mains	VINCENT J.M.	118				Communion	D362	SATB							
Locus iste	BRUCKNER	118						SATB		Mottet à capella					
Veni Sancte spiritus	BERTHIER Jacques	118			Pentecôte			SATB							
Benedictum sit	ROPARTZ G.	119		latin				SMS		Mottet					
Eucaristica	CASALS Pablo	119						Unisson		chant sacré					
Herr, ich schei  zu dir	HAUPTMANN Moritz	120				versets duPsaume 141		SATB							
La plus belle de la ville	JANNEQUIN Clément	120						SATB			chanson française				
Tant que vivrai	SERMISY	120						SATB			poème de C.Marot				
Kyrie des Moines (chant profane)	LALLEMENT B.	121						SATB			chanson du Québec				
Veni Creator Spiritus	BERLIOZ, Hector	121		latin	Pentecôte			SSAouT							
"Messe ""Salve Regina"" "	LANGLAIS Jean	122				Messe		TB							
Der 13.Psalm	BRAHMS Johannes	123						VE		Psaume 13					
Laudate Dominum	GODARD Marcel	123		latin				SA		chant de louange Ps. 134					
Psalm 13	BRAHMS Johannes	123						SSA		Psaume 13					
Benedictus	GIRAUD Patrick	124			Laudes	Cantique de Zacharie		SATB							
Ecce panis Angelorum	CHARPENTIER	124		latin				TTB		mottet au St Sacrement					
Das Agnus Dei	REGER Max	125		latin		Offertoire		SATBB							
Laudate Nomen Domini	TYE	125						SATB		chant de louange Ps 112					
Le grand désir d aymer me tient	COMPERE Loyset	126						SAB			chant de la Renaissance				
Mille colombes	BRUHN	126						SATB			"ch. adaptée ""La Norma""de Bellini"				
Tutto lo di	LASSUS	126		vieux français				SATB			chant de la Renaissance				
Ipsate cogat	DE LASSUS, Orlandus	127						SA		Motet					
O salutaris	BOUVARD	127				Eucharistie		ST		Motet au St sacrement					
O Salutaris	CAPLET, André	127				Eucharistie		SMSCA		Motet au St sacrement					
O Salutaris	SAINT-SAENS	127				Eucharistie		S		Motet au St sacrement					
O Salutaris hostia	ALAIN Jehan	127				Eucharistie		SA		Motet au St sacrement					
O salutaris hostia	DE LA RUE	127				Eucharistie		SATB		Motet au St sacrement					
O salutaris hostia	FRANCK, Cesar	127				Eucharistie		SATB		Motet au St sacrement					
O salutaris hostia	GOUNOD	127				Eucharistie		SATB		Motet au St sacrement					
Ce mois de mai	JANNEQUIN	128						SATB			Chant				
Ce sont gallans	JANNEQUIN	128						SATB			Chant				
Etoile de la mer	CALMEL Roger	128						SATB			Poème de C. Peguy				
Innsbrück, ich muß dich lassen	ISAAC	128						SATB			Madrigal				
Les comédiens	AZNAVOUR Charles	128						SATB			 chanson populaire				
Si vous m aimez	SERMISY	128						SATB			chanson				
Yesterday	LENNON - McCARTNEY	128						SATB							
Bogoroditsè Diévo radouisia	RACHMANINOV Serguei	129						SATB		Vëpres extrait n°6					
How merrily we live	EAST, Michael	129						SSA		Madrigal					
In the merry month of May	YOULL Henri	129						SSA			Chanson				
Jubilate Deo	MISKINIS V.	129						4VE		chant sacré					
Le printemps	FUGAIN et BLANES	129						SATB			Chanson				
Le vieux soldat	ORIOL, Christiane	129						SATB			Chanson				
Les trois cloches	LANGREE Alain	129						SATB			chanson 				
Ora nona	De MARZI, Bepi	129		italien				SSAA		Poème sur la Passion					
Douce France	TRENET, Charles	130						SATB/SSA			chanson populaire				
Emmenez-moi 	AZNAVOUR Charles	130						SoloTB			chant variété				
Le temps a laissé son manteau	CALMEL Roger	130						SATB			Poème C. d Orléans				
O God, from heaven look below	PRAETORIUS 	130						TTB		vol.II d Anthelm for men s voices					
O Happy Day	ANONYME	130		anglais				SATTB			Gospel				
O Happy Day	DE MAUCOURT	130		anglais				TTB			Gospel				
O quam suavis est	VILLETTE	130			Pentecôte			SSAA		Motet					
Thy Mercy, Jehovah	MARCELLO B.	130		anglais				TB		Psaume 36	Gospel				
To thee, O Lord my God	MARCELLO B.	130		anglais				TB		Psaume 25					
En Toi, Seigneur	SAINT-SEVERIN	131			Carême			SATB							
En toi, Seigneur, mon espérance	DUBAYLE	131			Carême			SATB							
En toi, Seigneur, mon espérance	JEFF Robert	131			Carême		G7	SATB							
Je suis solitaire	AKEPSIMAS	131			Carême		G 116-2	SATB							
Oui je me lèverai	DEISS	131			Carême		G 48	SATB							
"Cantate ""Jean le Baptiste"""	REVEYRON	132						SATB		Cantate					
"Choral final de la cantate ""Jean le Baptiste"""	REVEYRON	132						SATB		Cantate St Jean Baptiste					
Adoramus	ROSSELLI	133		latin	Vendredi Saint	Adoration de la croix		SATB							
Ave Maria	ARCADELT	133				chant marial	V	SATB							
Ave Maria	FRANCK	133				chant marial	V	SATB		FWV 62					
O bone Jesu	INGEGNERI	133		latin				SATB		Motet					
O bone Jesu	PALESTRINA	133		latin				SATB		Motet					
O magnum mysterium	PEDRO DE CRISTO	134			Noël			SATB							
O magnum mysterium	VICTORIA, Tomás Luis de	134			Noël			SATB							
Agnus Dei(Messe Octavi toni)	LASSUS Orlando de	135				Agnus Dei		SATB							
Gloria (messe octavi toni)	LASSUS Orlando de	135				Gloria		SATB							
"Kyrie et Agnus (mi b majeur) ""Quinti Toni"""	LASSUS, Orlando de	135				Kyrie et Agnus		SATB							
"Kyrie et Agnus Missa ""Octavi Toni"""	LASSUS, Orlando de	135				Kyrie		SATB							
Messe Octavi Toni	LASSUS Orlando de	135				Messe		SATB							
Sanctus (Missa Octavi Toni)	LASSUS Orlando de	135				Sanctus		SATB							
Messe des Espélugues	LECOT	136				Messe		SATB							
O vos omnes 2 versions	VICTORIA, Tomás Luis de	137		latin	Passion			SATB							
Devenez le corps du Christ = voici le pain partagé	ROBERT	138				Communion		4VM							
Dieu s approchait	VINCENT Jean-Marie	138			Avent/Carême			Unisson							
Tournez les yeux vers le Seigneur	L EMMANUEL	138					JEM316	SA			Chanson de la Renaissance				
Voici le pain partagé	ROBERT Philippe	138				Communion	D 14-42	SAB							
Die mit Tranen saen	SCHUTZ Heinrich	139		allemand				SSATB		SWV 378					
Salvator Mundi	PALESTRINA	140		latin				SATB		Motet					
Invente avec ton Dieu=Peuple d un Dieu de justice	BERTHIER Jacques	141				Envoi		SATB							
Peuple d un Dieu de justice=Invente avec ton Dieu	BERTHIER Jacques	141				Envoi		SATB							
Stella coeli	HAYDN Michael	141						SSA		Motet					
Missa Sancti Domini	FISCHER Ferdinand	142		latin		Messe		SATB				XVII			
O beata et benedicta	MENDELSSOHN	143		latin	Fête de la Trinité			SAA							
Psaume 8 (Ton nom, Seigneur…)	GOUDIMEL	143						SATB		Psaume 8					
Ton nom Seigneur	GOUDIMEL	143						SATB		Psaume 8	chanson tradi anglaise				
Béni sois tu,Seigneur	ROZIER claude	144			Chant marial		V24	Unisson							
Sous votre garde = sub tuum…	DEISS	144			Chant marial		V 81	SATB							
Ad majorem Dei gloriam	GRYBOWSKI L.	145						SATB							
Honestum fecit	GALLUS/HANDL Jakob	145		latin				ATTB		Motet					
"Psaume 24 ""Tu es le chemin…."""	ROUCAIROL	145			Avent			SATB		Psaume 24					
Tu es le chemin 	ROUCAIROL	145			Avent			SATB		Psaume 24					
Frappez dans vos mains	GOUDIMEL	146			Ascension			SATB							
Pain de Dieu pour notre marche	BERTHIER J.	147			Carême	Acclamation	U 11621	SAB							
Pain de Dieu, Pain rompu	AKEPSIMAS	147				Communion	D 284	SATB							
Venez à la joie du festin	GODARD Marcel	147				Communion	D 114	SAB			Mélodie suédoise				
Venez du fond des temps		147				Communion		Unisson							
Zigeunerleben (Les bohemiens)	SCHUMANN	148		allemand/français				TB/SATB							
Laudate Dominum	ALAIN, Albert	149						SCA		chant de louange					
Eglise du Christ	LECOT	150			Eglise			SATB							
Gloria (messe : chantons le Seigneur)	GUILLOU Léon	150				Gloria		SATB							
Gloria de St Martin	PERIN Olivier	150				Gloria		SATB							
Viens, Ô Saint-Esprit	REVERT	150			Pentecôte		K 27-31	SATB							
Psaume 150	MENDELSOHNN	151						SATB		Psaume 150					
A pleine voix chantons pour Dieu	Anonyme XVIe	152			Noël		F180-2	SATB							
Peuple choisi	WACKENHEIM	152			Pentecôte		K 64	SATB							
Peuple où s avance le Seigneur	BONFILS Jean	152			Pentecôte		K 82b	SATB							
Pour demeurer parmi les siens	DAY	152				Communion		SATB							
Qui mange ma chair	BERTHIER, Jacques	152				Communion		SATB							
Dona nobis pacem=agnus dei- 	KILAV Nojciede	153				Agnus Dei		SAATTBB							
Gaudens in Domino	ANONYME 	153		latin				AB		Mottet					
Gaudens in Domino	ANONYME XIII°	153		latin				SA		Motet					
Gaudent in coelis	VITTORIA	153		latin				SATB		Mottet pr les martyrs					
Ave mundi gloria	LANGLAIS, Jean	154				chant marial	V	SA		Mottet à la Ste Vierge					
"Chant à Saint Joseph ""au fil de la vie"""	GODARD Marcel	155				Hymne à St Joseph		Unisson							
Dieu t a choisi (Hymne à St Joseph)	GODARD Marcel	155				Hymne à St Joseph		Unisson							
Heureux l homme au cœur pur 	GODARD Marcel	155				Hymne à St Joseph		Unisson							
Hymne à St Joseph (Dieu t a choisi)	GODARD Marcel	155				Hymne à St Joseph		Unisson		Hymne à St Joseph					
Hymne à St Joseph(Heureux l homme au cœur pur)	GODARD Marcel	155				Hymne à St Joseph		Unisson		Hymne à St Joseph					
Hymne de Saint Irénée	ANONYME	155				Hymne à St Irénée		Unisson							
Dank sagen wi ralle	SCHUTZ	156						SATB		Mottet					
Laudate Pueri Dominum	HAYDN M.	156						SSA		Psaume de louange					
Psaume 150	FRANCK Cesar	157						SATB		Psaume 150					
Psaume 150	AGUIAR 	158						4VM		Psaume 150					
Psaume 150	BRITTEN	158						SA		Psaume 150					
Salmo 150	AGUIAR 	158						SATB		Psaume 150					
"Messe chorale ""a capella"""	BERTHIER J.	159		français		Messe		SATB							
Come, ye faithful	THATCHER	160		anglais	Noël			SATB							
Pour avancer ensemble	ANONYME	160			Pentecôte		K 20-38	SATB							
Salve Mater	MONNIN Frédéric	161		latin		chant marial		SATB							
Salve Regina	POULENC	161		latin		Antienne mariale		SATB							
The Sound of Silence	SIMON, Paul	162		anglais				SSA			chanson populaire				
Laetamini In Domino	NANINI, G.M	163		latin				SSA		Motet					
Cor mumdum crea	MISKINIS Vytautas	164		latin				SSATB		Psaume 50					
Miserere nostri, Domine	HASSLER Hans Leo	164		latin				SSAAB		Psaume 123					
Vesper in F	HAYDN, J.M.	164		latin				Unisson		Vêpres 					
Amicus meus	VITTORIA	165		latin	Passion Baiserde Judas			SATB							
Hymne à la charité	CORBOZ	165		français				SSA		Hymne d après Ubi Caritas					
Panis angelicus	BAINI	165		latin		Eucharistie		SSA		Motet					
Panis angelicus	CASCIOLINI	165		latin		Eucharistie		SSA		Motet					
Panis angelicus	FRANCK Cesar	165		latin		Eucharistie		SATB		Motet					
Panis angelicus	HAVARD de la MONTAGNE	165		latin		Eucharistie		SA		Motet					
Panis Angelicus	PALESTRINA	165		latin		Eucharistie		SSA		Motet					
Seigneur, foyer d amour	BROUTA	166		français		Communion	D 65	SATB		Prière de St François d Assises					
Seigneur, tu cherches tes enfants	ANONYME	166		français		Communion/Unité	D 34	4VM		d après un negro spiritual					
Tout vient de Toi	OMBRIE D.	166		français	Louange	Entrée/Communion	C 166	SATB							
Au souffle ardent	POTTER	167		français				SAB		Vêpres					
Seigneur, Venez, la terre est prête	RIMAUD	167			Avent		E 20	Unisson							
Vienne la rosée	LALLEMENT B.	167		français	Avent		ELH 103	SATB							
Ave Maris stella	GRIEG Edvard	168		latin		chant marial	V	SAATBB							
Chanson de Solveig	GRIEG	168		français				Unisson			chant				
Chanson de solveig	GRIEG E./MAUCOURT	168		français				SMSA			chant				
Missa pro defunctis	CAURROY du Eustache	169		latin	Défunts	Messe		SATBarB							
Missa pro defunctis	GRUBER	169		latin	Défunts	Messe		SA							
Christus factus est	ANONYME	170	grégorien		Passion	Messe du jeudi Saint		Unisson							
In paradisum 	Anonyme	170	grégorien		Défunts			Unisson							
Messe des Morts (notation moderne et grégorien)	ANONYME	170	grégorien			Messe		Unisson							
Salve Regina n°1  tons simple et solennel 	ANONYME	170	grégorien			Antienne mariale		Unisson							
Sur le seuil de sa maison	ANONYME	170		français	Défunts		SL 41-2	SATB			chanson populaire				
Ave Maria	ANONYME	171				chant marial	V	SSA							
La terre desséchée	TAMIE	171			Chant marial	Tropaire pr la Nativité de la Vierge	V 134-1	SSA							
Nous te saluons, Mère très Sainte	GELINEAU J.	171			Chant marial	Entrée		SAB							
Salve Regina	SCHUBERT Franz	171				Antienne mariale		TTBB							
Salve Regina	SCHUBERT Franz	171				Antienne mariale		SATB							
Agneau de Dieu, Agneau sans péché	BERTHIER, Jacques	172				Agnus Dei		SSA/TBB							
Gaude Maria Virgo	GORCZYCKI	172		latin	chant marial			SATB		chant marial					
Père,glorifie ton Fils	GODARD Marcel	172		français	Pâques	Tropaire pr le tps Pascal		SATB							
Tropaire à St Joseph	CTE LION DE JUDAS	172		français				SATB		St Joseph					
Tropaires à la Vierge	ANONYME	172		français	Salve Régina			SATB							
Pie Jesu + Agnus Dei	WEBBER A.L.	173		latin	Requiem	Agnus Dei		Solo/SSAAATB							
Nigra sum	CASALS, Pau	174		anglais/espagnol				SSA		Cant. des cantiques					
Venez,peuple fidèle	GODARD Marcel	174		français		Communion		SMA							
Sancta Maria	SCHWEITZER, Johannes	175		latin	Chant marial			SATTBB							
Agnus Dei (missa en G) 	CASCIOLINI	176		latin		Agnus Dei		SSA							
Kyrie	LONDEIX	176		latin		Kyrie		SATB							
Kyrie	PALESTRINA	176		latin		Kyrie		SATB							
Kyrie (missa en G)	CASCIOLINI	176		latin		Kyrie		SSA							
Seigneur Jésus,  tu es vivant	OMBRIE Dominique	177			Ascension		J 16	SATB							
Tu es le Dieu fidèle	VERCRUYSSE	177				Communion	D 163	SATB							
Tu nous guideras	JEF, Robert	177			Défunts		J 15	SATB							
Messe des temps nouveaux		178				Messe		SATB							
A Merry Christmas (Merry Christmas)	WARRELL Arthur	179						SATB		Noël					
Dors ma chérie	ANONYME	179		français				SATB		Noël	chanson populaire				
Dors ma colombe	CAROL	179		français				SATB		Noël	chanson populaire				
Jingle, bells	WILLCOCKS David	179		anglais				SATB		Noël					
Merry Christmas (A Merry Christmas)	WARRELL Arthur	179		anglais				SATB		Noël					
Mon beau sapin	REHAK, Jenö	179		français				SATB		Noël					
Te Deum	PETERS	180		latin				TTB		Hymne					
Te Deum	VAN NUFFEL	180		latin				SSAATTBB		Hymne					
Tota pulchra es	BRUCKNER	181		latin				SATB		Motet à la Vierge					
Tota pulchra es 	ANONYME	181	grégorien					Unisson		Motet à la Vierge					
Tota Pulchra Es ( Ecole Anglaise)	ANONYME	181						SSA		Motet à la Vierge					
Litanies d appels	GODARD Marcel 	182			Litanies d appels			SAB							
O père des siècles du monde	GODARD Marcel	182			Office du matin			SATB							
Ouvre mes yeux 	GODARD Marcel	182			Carême		G 79-3	SAB							
Père caché qui sacrifias	GODARD Marcel	182			Epiphanie	Hymne		SATB							
Que cherchez vous au soir tombant	GODARD Marcel	182			Pâques		I 78-3	SAB							
Tropaire pour le 14e dimanche	GODARD Marcel	182			14° dimanche			Solo/4VM							
Venez au jour	GODARD Marcel	182			Carême		G 103-3	SATB							
Alleluia, laudem dicite	HASSLER H.L.	183			Offertoire	Alleluia		Solo/4VM							
Tanzen und springen	HASSLER H.L.	183						Solo/4VM							
Puisque Dieu nous a aimés	LECOT	184			Noël		F 168	Solo/4VM							
Trio des Anges	MENDELSSOHN	184						Solo/4VM		ext Oratorio d Elie					
Messe du partage	DANIEL Etienne	185				Messe		Solo/4VM							
Lauda Jerusalem	DARROS Abbé	186			Acclamation			Solo/4VM		Psaume					
Viens Seigneur étancher notre soif	LOUPPE Thibaut	186			Avent			Solo/4VM							
Viens Seigneur étancher notre soif	PROPHETTE M.	186			Avent		E 83	Solo/4VM							
Voici que s ouvrent pour le roi	BERTHIER Jacques	187			Rameaux			Solo/4VM							
Voici que s ouvrent pour le roi	GODARD Marcel	187			Rameaux			Solo/4VM							
Voyageurs aux pas perdus	GODARD Marcel	187			Rassemblement		A 124-1b	Solo/4VM							
Gloria	PRAETORIUS	188				Gloria		Solo/4VM							
Kyrie eleison	PRAETORIUS	188				Kyrie		Solo/4VM							
Ave Maria	BRAHMS Johannes	189				chant marial	V	Solo/4VM							
Cantique de Marie, Magnificat		190			Chant marial			Solo/4VM							
Magnificat	DUCHAMP Jean-François	190				Magnificat		Solo/4VM							
Magnificat	LAFARGUE Yves	190		latin		Magnificat		SATB		tiré du fond patrimonial du Puy XVIII					
Magnificat de Ste MARIE	DUCHAMP Jean-François	190			Chant marial			Solo/4VM							
Magnifique est le Seigneur	DONNET  Thérèse	190			Chant marial		V 159	Solo/4VM							
Venez mes enfants	GEOFFRAY César	191			Avent, Noël			Solo/4VM							
Adoramus 	DE LASSUS, Orlandus	192			Adoration eucharistique			Solo/4VM							
Adoramus Te	DE LASSUS, Orlandus	192			Adoration eucharistique			Solo/4VM							
Adoramus te	GASPARINI	192			Adoration eucharistique			Solo/4VM							
Adoramus te	MARTINI	192			Adoration eucharistique			Solo/4VM							
Vere languores nostros	CAMPRA	192						Solo/4VM		Motet					
Vere languores nostros	LOTTI	192						Solo/4VM		Motet					
