Bienheureux les élus de Dieu	DANIEL	193			Toussaint		W	Solo/4VM							
Chants pour la célébration de la Toussaint	ANONYME	193			Toussaint			Solo/4VM							
Communion de la Toussaint	GEOFFRAY	193				Toussaint		Solo/4VM							
Heureux le Peuple (Psaume des Béatitudes)	DUCHESNEAU	193			Toussaint	Béatitudes		Solo/4VM							
A ceremony of carols  ( I - Processions)	BRITTEN	194						Solo/4VM		Noël		XX			
Allez par toute la terre (Missa Pro europa)	BERTHIER Jacques	194			Témoignage		TL20-76	Solo/4VM							
Babulalow extrait de A ceremony of Carols	BRITTEN B.	194						Solo/4VM							
Messe pro Europa	BERTHIER Jacques	194				Messe		Solo/4VM							
Missa pro Europa	BERTHIER	194				Messe		Solo/4VM							
Parole du Seigneur Jésus (Messe Pro Europa)  	BERTHIER Jacques	194				Communion		Solo/4VM							
Gott ist mein hirt (Psalm 23)	SCHUBERT	195						Solo/4VM		Psaume 23					
Bienheureux qui te reçoit	AKEPSIMAS Jo	196					K	Solo/4VM							
Lauda Ierusalem	BINACHON frère Clément	196						Solo/4VM		Hymne					
Agnus Dei	KROPFREITER	197				Agnus Dei		Solo/4VM							
Kyrie	KROPFREITER	197				Kyrie		Solo/4VM							
Te Deum (grégorien)	ANONYME	197						Solo/4VM		Hymne					
Agnus Dei (messe en La)	LOTTI	198				Agnus Dei		Solo/4VM							
Agnus Dei (messe en si b)	LOTTI	198				Agnus Dei		Solo/4VM							
Kyrie Eleison XI (Notation Moderne)	ANONYME	198				Kyrie		Solo/4VM							
Kyrie XI (Orbis factor)	ANONYME	198				Kyrie		Solo/4VM							
Messe Brève	LOTTI Antonio	198				Messe		Solo/4VM							
Messe brève 	LOTTI Antonio	198				Messe		Solo/4VM							
Messe en La	LOTTI Antonio	198				Messe		Solo/4VM							
Messe en si b	LOTTI Antonio	198				Messe		Solo/4VM							
Sanctus XI (Notation Moderne)	ANONYME	198						Solo/4VM							
Envoie tes messagers,Seigneur	ROZIER Claude	199			Témoignage		T1	Solo/4VM							
Le pain que tu nous donnes	JEF, Robert	199				Communion	D 83	Solo/4VM							
Pour l appel à rejoindre ton peuple	BERTHIER Jacques	199			Carême		G 14-58-1	Solo/4VM							
Qui donc est Dieu?	ROZIER Claude	199			Mystère de Dieu		L 82-2	Solo/4VM							
Ave Maria	ALAIN Jehan	200				chant marial	V	Solo/4VM							
Ave Maria en si b et la b	SCHUBERT F.	200				chant marial	V	Solo/4VM							
Bist du bei mir	BACH Johann Sebastian	200						Solo/4VM		sacré, baroque					
Cantate de Pâques	BACH Johann Sebastian	200			Pâques			Solo/4VM		Cantate de Pâques					
Ciaccona del Paradiso e del Inferno	ANONYME	200						Solo/4VM		chaconne					
Duetto buffo di due gatti	ROSSINI Gioacchino	200						Solo/4VM			solo				
Hymne à la Sainte Vierge	BERTHIER, Jacques	200			Chant marial			Solo/4VM							
Jesu dulcedo	ESTERHAZY	200						Solo/4VM		Hymne					
Jesu ist das schönste Licht	BACH	200						Solo/4VM		Cantate BWV 474					
Lacrymosa	VERDI J.	200						Solo/4VM		Messe de Requiem					
Le Messie solo Basse	HAENDEL	200						Solo/4VM		Oratorio					
Magnificat	BACH Johann Sebastian	200				Magnificat		Solo/4VM		BWV243					
Martin et Martine	MOZART Wolfgang Amadeus	200						Solo/4VM			chanson				
O Dulcis amor	BERNIER N.	200						Solo/4VM		Motet					
O Jesulein süss, O Jesulein mild	BACH Johann Sebastian	200						Solo/4VM							
O Mundi Gloria	BERNIER N.	200						Solo/4VM							
O Poder	TERNARI	200						Solo/4VM							
Pie Jesu	FAURE Gabriel	200						Solo/4VM		Requiem					
Pulchra es	MONTEVERDI	200						Solo/4VM		"ext. ""Vêpres de la Vierge"""					
Quam suavis est	ALAIN Jehan	200						Solo/4VM		Motet AWV 39 					
Que ton amour a de charmes	GODARD Marcel	200						Solo/4VM		Le Cantique des cantiques					
Rose sauvage	SCHUBERT Franz	200						Solo/4VM			chanson				
Schafe tönen ficher weiden	BACH Johann Sebastian	200						Solo/4VM		Cantate					
Trosteiche Jesuslieder : Was bist du dosh….	FREYLINGHAUSEN	200						Solo/4VM							
Veni Creator	CHARPENTIER Marc-Antoine	200			Pentecôte	 		Solo/4VM							
Verbum Caro	CAMPRA	200						Solo/4VM							
Vom Leiden und Sterben Jesu Christi	FRANCK J.W.	200						Solo/4VM		Motet sur la Passion du Christ	Ronde	XVII			
Von der Geburt Jesu Christi	CRUGER J.	200						Solo/4VM		Motet Naissance de J.C.					
Von der Sendung des Heiligen Geistes	CRUGER J.	200						Solo/4VM		Motet au St Esprit					
Cantate 78 Aria Duetto	BACH Johann Sebastian	201						Solo/4VM		Cantate 78					
Extrait Cantate BWV78(Aria Duetto)	BACH Johann Sebastian	201						Solo/4VM		Cantate					
Herr, ich hoffe darauf	SCHUTZ	201						Solo/4VM		chant sacré					
Ich bin die Auferstehung	SCHUTZ	201						Solo/4VM		SWV 324					
Ich danke dem Herrn von ganzen Herzen	SCHUTZ	201						Solo/4VM		SWV 284					
Ihr Heiligen, lobsinget dem Herren	SCHUTZ	201						Solo/4VM		SWV 288					
Lascia ch io pianga	HAENDEL	201						Solo/4VM		"Ext. de l opéra""""Rinaldo"""					
Lobet den Herren, der zu Zion wohnet	SCHUTZ	201						Solo/4VM		SWV 293 Louange					
Meister, wir haben die ganze Nacht gearbeitet	SCHUTZ	201					SVW 	Solo/4VM		Motet					
O hilf Christe, Gottes Sohn	SCHUTZ	201						Solo/4VM		Hymne					
Wohl dem, der nicht wandelt im Rat der Gottlosen	SCHUTZ	201						Solo/4VM		SMV 290					
Gloire à Dieu de la Messe du Rassemblement		202				Gloria		Solo/4VM							
Jésus, gardien fidèle	BERTHIER Jacques	202				PU		Solo/4VM							
Prière des Frères Moraves	ANONYME	203						Solo/4VM		Prière 		XVI			
Total Praise	SMALLWOOD Richard	204						Solo/4VM		Noël					
Messe en symphonie (restitué par Xavier Jannot)	NEUKOMM	205				Messe		Solo/4VM							
Alleluia du Messie	HAENDEL	206				Alleluia		Solo/4VM							
Dextera Domini	PALESTRINA	207			Epiphanie			Solo/4VM							
Le soleil et la lune arrt Maucourt	TRENET Charles	207						Solo/4VM			chanson				
Bénissons le Seigneur (cantique des 3 enfants)	BERTHIER	208				Louange		Solo/4VM							
Cantique des 3 enfants	BERTHIER Jacques	208						Solo/4VM		Cantique					
Cantique des 3 enfants	GELINEAU J.	208						Solo/4VM		Cantique					
Laudate Dominum versets en français ou/et en anglais	BERTHIER, Jacques	208						Solo/4VM		chant de louangePs.  150					
Le Cantique des trois enfants = Bénissez le Seigneur	BERTHIER Jacques	208						Solo/4VM							
Surrexit Christus	BERTHIER Jacques	208			Pâques			Solo/4VM							
Aimer, c  est tout donner	EPHRAIM	209				Communion		Solo/4VM							
La première en chemin, Marie	ANONYME	209			Chant marial			Solo/4VM							
Souffle imprévisible	AKEPSIMAS	209			Pentecôte		K28-44	Solo/4VM							
Benedicite omnia opera domini domino	GODARD Marcel	210				Action de Grâce		Solo/4VM							
Disciples de Jésus	BERTHIER, Jacques	210				Communion	D291	Solo/4VM							
"Messe ""Dieu prends pitié"""	LANGLAIS Jean	210				Messe		Solo/4VM							
Djinns	FAURE	211						Solo/4VM			d après un poème de Victor Hugo				
Les Djinns	FAURE Gabriel	211						Solo/4VM			op 12 texte V.Hugo				
Membra Jesu nostri   n°1,2,3,4	BUXEHUDE	212						Solo/4VM		Cantates pr le tps Passion					
Ave Maria	LAURIDSEN Morten	213				chant marial	V	Solo/4VM							
Ave Maria	RHEINBERGER	213				chant marial	V	Solo/4VM							
Immortal Bach	NYSTEDT Knut	213						Solo/4VM		chant sacré					
Acclamation de la prière eucharistique, Sanctus	BERTHIER Jacques	214				Acclamation		Solo/4VM							
Amen, Gloire et louange	BERTHIER Jacques	214				Amen	C13-18	Solo/4VM							
Envoie ton Esprit sur ton peuple (épiclèse:que tes œuvres sont belles)	BERTHIER Jacques	214				Epiclèse		Solo/4VM							
Esprit de Dieu, intercède pour nous	ANONYME	214				PU		Solo/4VM							
Homme au milieu des hommes	BERTHIER Jacques	214				Pénitence	A220-1	Solo/4VM							
Nous attendons ta venue dans la gloire (que tes œuvres sont belles)	ANONYME	214				Anamnèse		Solo/4VM							
Pour ta Gloire, pour le Salut du monde (que tes œuv.)	BERTHIER Jacques	214				Intercession		Solo/4VM							
Que tes oeuvres sont belles	BERTHIER Jacques	214				Rassemblement	A 219-1	Solo/4VM							
Agneau de Dieu,agneau vainqueur	BERTHIER, Jacques	215				Agnus Dei		Solo/4VM							
Allez dire à tous les hommes	BERTHIER Jacques	215			Témoignage		T3O	Solo/4VM							
Au plus haut du ciel	BERTHIER Jacques	215					C 221-1	Solo/4VM							
Que soit parfaite notre unité	BERTHIER Jacques	215				Communion	D 341-1	Solo/4VM							
Agneau de Dieu (Messe Vienne la Paix)	BERTHIER, Jacques	216				Agnus Dei		Solo/4VM							
D où viens-tu ?	BERTHIER, Jacques	216						Solo/4VM		chant du soir					
Guéris mon âme 	BERTHIER Jacques	216			Pénitence			Solo/4VM							
Jésus, Verbe de Dieu, Kyrie	BERTHIER Jacques	216				Kyrie		Solo/4VM							
La gloire de Dieu Notre Père	BERTHIER Jacques	216				Communion	D 383-1	Solo/4VM							
Préparation pénitentielle	BERTHIER, Jacques	216				Prép.pénitentielle	AL 142	Solo/4VM							
A toutes les nations du monde	BERTHIER	217						Solo/4VM		XX					
Exultons de sa joie	BERTHIER Jacques	217			Messe de J.Bapt.	Entrée		Solo/4VM							
Prenez la tenue de service	BERTHIER, Jacques	217			Avent			Solo/4VM							
Veillons jusqu au jour	BERTHIER Jacques	217			Mystère de Dieu		M 516	Solo/4VM		Tropaire pr32,33,34°dim					
"Alleluia Messe ""La source de la vie"""	ROBERT	218				Alleluia		Solo/4VM							
"Kyrie Messe ""La source de la vie"""	ROBERT Philippe	218				Kyrie		Solo/4VM							
"Messe ""la source de la vie"""	ROBERT Philippe	218				Messe		Solo/4VM							
"Messe ""La source de la vie"""	ROBERT Philippe	218				Messe 		Solo/4VM							
Acclamations pr. euchar. Pr enfts au cœur de ce monde	BERTHIER, Jacques	219				Acclamation		Solo/4VM							
Agneau glorieux (au cœur de ce monde)	BERTHIER, Jacques	219				Agnus Dei		Solo/4VM							
Au coeur de ce monde	BERTHIER Jacques	219			Rassemblement		A 238-1	Solo/4VM							
Gloire à Dieu dans le ciel	BERTHIER Jacques	219				Gloria		Solo/4VM							
Il est l agneau et le pasteur (au cœur de ce monde)	BERTHIER, Jacques	219				Acclamation		Solo/4VM							
Jésus, berger de toute humanité (au cœur de ce monde)	BERTHIER Jacques	219				Kyrie		Solo/4VM							
"Messe ""Au coeur de ce monde"""	BERTHIER, Jacques	219				Messe		Solo/4VM							
Prière eucharistique II pour assemblées d enfants	BERTHIER Jacques	219				Prière eucharistique		Solo/4VM							
Messe Festive	FONTAINE Isabelle	220				Messe		Solo/4VM							
Messe St Victorien	CAMBOURIAN Pierre	221				Messe		Solo/4VM							
Dis nous les signes de l esprit	AKEPSIMAS	222			Avent		E216	Solo/4VM							
Je crois que mon Sauveur est vivant	GODARD Marcel	222			Funérailles			Solo/4VM							
Les mots que tu nous dis	DUCHESNEAU	222			Avent		E 164	Solo/4VM							
Les mots que tu nous dis	GODARD Marcel	222			Avent			Solo/4VM							
Ad te levavi animam meam (grégorien)	ANONYME	223		 	Avent 1°dimanche	Introït		Solo/4VM							
Alleluia Pâques	ANONYME	223			Pâques	Alleluia		Solo/4VM							
Asperges me	ANONYME grégorien	223			Pâques			Solo/4VM							
Gaudeamus	ANONYME	223			Toussaint			Solo/4VM							
Introït de St Nom de Jésus		223				Introït		Solo/4VM							
Postula a me (of. grégorien de la messe du Christ Roi)	ANONYME	223				Offertoire		Solo/4VM							
Puer natus est 	ANONYME	223			Noël			Solo/4VM							
Rorate caeli 	ANONYME  	223	grégorien		Avent			Solo/4VM							
Agnus Dei IV (aux fêtes doubles)	ANONYME	224	grégorien			Agnus Dei		Unisson							
Agnus IV (Cunctipotens)	ANONYME	224	grégorien			Agnus Dei		Unisson							
Exaltabote Domine (Offertoire mercredi des Cendres)	ANONYME	224	grégorien		Cendres	grégorien		Unisson							
Kyrie XII.s (Fêtes Semidoubles)	ANONYME	224				Kyrie		Unisson							
Laetare Jerusalem (grégorien et notation moderne)	ANONYME	224	grégorien		"4° dim Carême ""joie"""	Introït		Unisson							
Messe IV	ANONYME	224	grégorien			Messe		Unisson							
Offertoire mercredi des Cendres (Exaltabote Domine)	ANONYME	224	grégorien		Carême			Unisson							
Resurrexi 	ANONYME	224	grégorien		Pâques	Introït		Unisson							
Spiritus Domini	ANONYME	224	grégorien		Pentecôte	Introït et Alleluia		Unisson							
Veni Redemptor Gentium 	ANONYME	224	grégorien		Avent			Unisson							
Victimae paschali laudes	ANONYME	224	grégorien		Pâques	prose avant l Alleluia		Unisson							
Vidi aquam 	ANONYME	224	grégorien		Pâques			Unisson							
Viri Galilaei grégorien et ton simple	ANONYME	224	grégorien		Ascension	Introït		Unisson							
Ave Regina caelorum	ANONYME	225	grégorien		du 2 février au  Jeudi St			Unisson							
Ecce Virgo concipiet	ANONYME	225	grégorien			communion		Unisson							
Gloria laus	ANONYME	225	grégorien		Rameaux	Procession		Unisson							
Gloria XV 	ANONYME	225	grégorien			Gloria		Unisson							
Invocabit me	ANONYME	225			Carême 1° dim	Introït 		Unisson							
Processionnaire du Puy	ANONYME	225		latin		Manuscrit du Puy		TTBB				XIII			
Terra tremuït	ANONYME	225	grégorien					Unisson							
Adoramus te	BRAHMS Johannes	226		latin		Adoration		SSAA							
Tenebrae factae sunt	CASANOVA, Francis	226		latin	Passion			SATB							
Tenebrae factae sunt	HAYDN, Michael	226		latin	Passion			SSA							
Tenebrae factae sunt	HAYDN, Michael	226		latin	Passion			SATB							
Acclamation et Ronde des Enfants	GOUZES André	227		français	Baptême			Unisson							
Au matin dans la clarté	DELAY PIERRE	227		français	Pâques		I 15	Unisson							
Comme un enfant	VERCRUYSSE Odette	227		français				SSAA		chant sacré					
For the beauty of the earth	RUTTER John	227		anglais				SA		Chant sacré					
Nil canitur iucundius	ESTERHAZY Paul	227		latin				Solo S		chant sacré					
Anima mea liquefacta est	RIVAFLECHA Martinus	228		latin				SSAT		Cantique Montserrat					
Au Seigneur est le monde 	DERE Jean	228		français		d après le psaume 23		SATB							
Dieu qui nous mets au monde	ANONYME	228		français	Louange		C128	SATB							
Grand Dieu nous te bénissons	ANONYME	228		français	Louange			SATB							
La ténèbre n est point ténèbre	BERTHIER Jacques	228		français		tiré du Psaume138		SA/SATB							
Pie Jesu	GOUIN A.	228		latin	Défunts	Fin du Dies irae		TB/SSA/SAB							
Prière des Pueri Cantores pour la Paix	ROSAZ J.Christophe	228		anglais				SATB		attribué à St François d Assise					
Unus ex discipulis meis	VICTORIA Tomás Luis de	228		latin	Passion	Répons n°3		SATB							
En toute vie, le silence dit Dieu	GODARD Marcel	229		français		Hymne		SATB							
Nous ne savons pas ton mystère	GODARD Marcel	229		français	Louange des heures	Hymne	P 22-83	Unisson							
O Lord my God	WESLEY, Samuel	229		anglais	Louange			SATB							
O Père des lumières	GODARD Marcel	229		français	Trinité	chant du soir		SSA/SATB							
Justorum animae	ANONYME	230	grégorien		Toussaint	Offertoire		Unisson							
Justorum animae	CHEVALIER, Y.	230		latin	Toussaint	Offertoire		SATB							
Justorum Animae	STANFORD, C.V	230		latin	Toussaint	Offertoire		SATB							
Audi Benigne Conditor	ANONYME	231	grégorien		Carême 			Unisson							
Audi Benigne Conditor	BOURNONVILLE de Jean	231		latin	Carême			SATB							
Ubi est Abel 	AICHINGER	231		latin				SATB		"Motet ""Où est ton frère"""		XVII			
Vexilla Regis	ANONYME	231	grégorien		Vendredi Saint			Unisson		"Hymne pr ""la Sainte Croix"""					
Deck the hall	RUTTER John	232		anglais	Noël			SSAA							
In dulci jubilo	PRAETORIUS	232		latin	Noël			SSA							
O Scholares gaudete	CANTIONE Piae	232		latin	Noël			SA							
Bergers, bergers	TOMASI Henri	233		français	Noël			SATB							
Dans une étable obscure	PRAETORIUS	233				Noël		4VM							
Ecoutez tous bergers	PLANEL Robert	233		français		Noël		SAA							
La nuit de Noel	DEBOUSSET	233		français		Noël		SATB							
L adoration des Bergers	ALAIN Albert	233		français		Noël		SSA							
Les santons du silence	DANIEL	233		français		Noël		SSA							
Angel spirits of sleep	HOLST Gustav	234		anglais				SSA			chant polulaire				
Love on my heart	HOLST Gustav	234		anglais				SSA			chant polulaire				
O esca viatorum	ROUX M.	234		latin		Communion		SA							
O love, I complain	HOLST Gustav	234		anglais				SSA			chant populaire				
When first we met	HOLST Gustav	234		anglais				SSA			chant polulaire				
Dona nobis Pacem (Messe en si)	BACH Johann Sebastian	235		latin		fin Agnus Dei Messe en si mineur		SATB					orgue		
Von guten Mächten	BÜCHNER, D.	235		allemand				SATTBB		Hymne					
Jesu dulcis memoria	VICTORIA Tomás Luis de	236		latin				SATB		Motet			a capella		
Virolai a la Mare de Deu de Montserrat	RODOREDA J.	236		espagnol		chant marial		Unisson							
Vivons en enfants de lumière	BERTHIER Jacques	236		français	Carême/Pâques		G14-57-1	SATB							
Laudate Dominum	REVEYRON	237		latin	Louange			SATB							
Tristitia vestra	DU MONT Henry	237		latin				SAB		Evangile St Jean 16		XVII			
Nun komm, des heiden Heiland	SCHEIN Johann Hermann	238		allemand	Avent			SATB		Motet 					
Chantez les anges	LANGLAIS Jean	239		français	Noël			SMA							
Conditor Alme Siderum 	ANONYME	239	grégorien		Avent	Hymne de St Ambroise		Unisson							
Conditor Alme Siderum 	DUFAY	239		français	Avent			Unisson							
Le chant des oiseaux	ARMA Paul	239		français	Noël			SA			chant populaire				
nous étions trois bergerettes	ANONYME	239		français	Noël			SA			chant populaire	XVI			
Nun komm, des heiden Heiland	PRAETORIUS 	239		allemand	Avent			SAA/SATB		Motet paroles de Luther					
While shepherds watched their flocks	WILLCOCKS David	239			Noël			SA							
Autour du trône de l Agneau (2 versions)	AKEPSIMAS	240		français	Toussaint		W 587	SATB							
Evangile de Dieu,bonheur pour le Monde	DUMAS Henri	240		français	Rassemblement			Unisson							
Gloire à Toi,Seigneur des Anges	GELINEAU, J.	240		français	Louange		C227-1	SSA							
Litanie du Sacré-Coeur	BERTHIER Jacques	240		français	Litanies		Y 22-83	SATB							
Mère d Humanité	GODARD Marcel	240		français	08-déc.	Intercession		SATB		Vêpres de l Immaculée					
Père Adorable	DIEUAIDE Jean-Michel	240		français	Trinité			SA/SAB							
Quand Jésus mourait au Calvaire	ANONYME	240		français	Passion		H 19	SSA							
Missa Brevis en D	BRITTEN	241		latin		Messe opus 63		SSA							
Kyrie	MOZART Wolfgang Amadeus	242		latin		Kyrie en canon		Unisson		KV89					
Requiem (Messe de)	DURUFLE, Maurice	242		latin		Messe		SATB		Messe de Requiem					
Soyez vigilants	BERTHIER Jacques	242		français		Acclamation Evangile		SATB							
Aujourd hui est jour de fête 	ANONYME	243		français	Toussaint		CNA 644	Unisson							
Bien-aimé de Dieu	GELINEAU J.	243		français	Pâques		I14-66-1	SA							
Nul n est disciple (Adaptation : Lafargue)	BERTHIER Jacques	243		français	liturgie des heures			SATB							
Puissance et gloire (2 versions)	ROZIER Claude	243		français	Martyrs		W 14	SA/SATB							
Réunie des quatre vents	DUMAS Henri	243		français	Messe Chrismale			SATB							
Christ, Roi du monde	ANONYME	244		français	Christ Roi		M35	SATB							
Dieu nous a tous appelés	BERTHIER Jacques	244		français		Rassemblement	A14-56-1	SATB							
Eglise de ce temps	DUMAS Henri	244		français	Pentecôte			SATB							
Heureux l  homme au coeur pur	GELINEAU J.	244		français	Saints		W118	Unisson							
Maître et Seigneur	VILLENEUVE Ch.	244		français	chant à Dieu			SATB							
Sans un mot ,sans un cri	BERTHIER Jacques	244		français	Louange			SATB							
Popule Meus (2 tons différents)	VICTORIA Tomás Luis de	245		latin	ImpropèreVendSaint			SATB							
Popule Meus-90	PALESTRINA	245		latin	ImpropèreVendSaint			TTBB							
Il est né le Divin Enfant	FAURE	246		français	Noël			Unisson							
Il est né le divin Enfant	SALA André	246		français	Noël			SSA							
Il est né le divin enfant  (harm. J.F. Duchamp)	ANONYME	246		français	Noël			SATB							
Il est né le divin enfant (2 versions)	NOYON	246		français	Noël			SATB/SATBarB							
Il est né le divin enfant (harm. David Willcocks)	ANONYME	246		français	Noël			SATBB							
Il est né le divin enfant (harm. John Rutter)	ANONYME	246		français	Noël			SSA							
Peuple fidèle (harm. F. Danjou)	NEYRAT	246			Noël			SATB							
Cantate Domino	CARTER-DE MAUCOURT	247			Louange			SmSA							
Dextera Domini 	ANONYME	247	grégorien		Epiphanie			Unisson							
Agnus Dei (petite messe en sol)	CASALI Giovanni battista	248		latin		Agnus Dei		SAB							
Kyrie ( petite messe en sol)	CASALI, Giovanni battista	248		latin		Kyrie		SAB							
O salutaris hostia (Fa Majeur)	ALAIN, Jehan	248		latin		Eucharistie		Unisson							
O salutaris hostia (Mi Majeur)	ALAIN, Albert	248		latin		Eucharistie		SA							
O come ,all ye faithful	WADE/WILLCOCKS	249		français	Noël			SATB							
Pastorale pour Noël	ARIFON E.	249		français	Noël			SATB							
Peuple fidèle (harm. D. Willcocks))	WADE/WILLCOKS	249		français	Noël			SATB/SSAA							
Peuple fidèle (harm. J. Gelineau)	WADE/GELINEAU	249		français	Noël			SATB							
Fais nous vivre , Seigneur	DUMAS, Henri	250		français		Communion		SATB							
This is the record of John	GIBBONS, Orlando	250		anglais				SSAAB		Hymne	folk rock américain				
Ave Maria	DUBOIS Th.	251		latin		chant marial	V	Solo+SATB							
Nous voici pour te rendre grâce	GODARD Marcel	251		français	Louange			SA							
Préparation pénitentiellepour des funérailles	GODARD Marcel	251		français	Défunts	Kyrie, psaume 102….		Unisson							
Missa Fac Bonum	RATHGEBER Valentin	252		latin		Messe		SATB				XVIII			
Alles was ihr tut (tiré de la Cantate WV4)	BUXTEHUDE, Dietrich	253		allemand				SATB		Cantate WV4 Sonate1 n°2		XVII			
"Cantate ""Folke-og Skolemusik"""	BUXTEHUDE Dietrich	253		allemand				4VM		Cantate WV4 Son1 n°2,4,8					
In dulci jubilo	BUXTEHUDE D.	253		latin	Noël			SAB		Cantate de Noël					
Lauda Sion Salvatorem	BUXTEHUDE	253		latin				SSB							
Befiehl dem engel, Dass er komm	BUXTEHUDE Dietrich	254		allemand				SATB		BuxWV10 					
Magnificat anima mea	BUXTEHUDE Dietrich	254		latin		Magnificat		SSATB							
Cantate Domino	BUXTEHUDE Dietrich	255		latin	Louange	Motet		SSB							
Hymnes XIX et XX St Jean Baptiste	PRAETORIUS M.	255		latin				SATB		Hymne St Jean Baptiste					
Mein Herz ruht und ist stille	SCHEIN J.H.	255		allemand				SATB		choral					
Missa puerorum	RHEINBERGER	255		latin		Messe		Unisson							
Agnus Dei (missa Quadragesimalis)	HAYDN Johann Michael	256		latin		Agnus Dei		SATB							
Magnificat	PACHELBEL Johann	256		latin		Magnificat		SATB							
Schlusschor	MENDELSSOHN F.B.	256		allemand				SATB		Psaume 42					
"Missa brevis ""pro pace"""	MISKINIS Vytautas	257		latin		Messe		SA							
Beati omnes qui timent Dominum	BUSTO Javier	258		latin				Solo+SATB		"Psaume 127""Heureux celui qui craint le Seigneur…"""					
Quae est ista	FRANCK Cesar	258		latin	Assomption	Offertoire		SATB		FWV 63					
O vos omnes	KOCSAR Miklos	259		latin	Passion			SSA							
Et misericordia	RUTTER	260		latin	Miséricorde			SSmSA	piano						
Hymne pour l Année Sainte de la Miséricorde	INWOOD Paul	260		latin	Miséricorde			SATB		Hymne Miséricorde					
Misericordia Domini	ANONYME	260	grégorien		Miséricorde			Unisson							
Misericordias Domini	BOTOR Henryk Jan	260		latin	Miséricorde			SATB		chant de miséricorde					
Misericordias Domini	TAIZE	260			Miséricorde			SSA		chant de miséricorde					
Sous ta miséricorde	GOUZES	260		français	Miséricorde			SATB							
Agnus Dei	GOUNOD	261				Agnus Dei		3VM							
Alleluia	HAYDN	261		hébreu		Alleluia		5VM							
Halleluja	HAYDN, J.M.	261				Alleluia		SSA							
Laudate Dominum	GOUNOD	261			Louange	Psaume 116		SS/Tbar							
Messe pr les sociétés chorales	GOUNOD Charles	261		latin	Messe chorale	Kyrie, Agnus		TTBB		2° messe					
O divine Redeemer = Prière de repentir	GOUNOD	261		français				mS,Bar		Prière de repentir					
Prière de repentir = O divine Redeemer	GOUNOD	261		français				mS,Bar		Prière de repentir					
Deinem Heiland	HAYDN, J.M.	262		allemand				SA		"Extrait ""Lauda Sion"""					
Sei Mutter der Barmherzigkeit	HAYDN, J.M.	262		allemand		chant marial		SA			Opus 112 chansons				
Psaumes 	LEWANDOWSKI, Louis	263		allemand		ps 23,25,37,46,67,84,103		SATB							
L enfant qui vient de naître	ANONYME	264		français	Noël		F 255	SATB							
Psaume 97=toutes les extrémités de la terre	GODARD Marcel	264		français		psaume 97		SA/SATB							
Un enfant nous est né, chantons Noël	GODARD Marcel	264		français	Noël			SSA/SATB							
Adeste fideles	DEKYNDT Jean	265		latin	Noël			SATB							
Dans une étable obscure	DEKYNDT Jean	265		français	Noël			SATB							
Douce nuit 	DEKYNDT Jean	265		français	Noël			SATB							
Il est né le Divin Enfant	DEKYNDT Jean	265		français	Noël			SATB							
Les anges dans nos campagnes	DEKYNDT Jean	265		français	Noël			SATB							
Les Rois Mages	FILLEUL J.	266		français	Noël Epiphanie			SmSA							
Madre en la puerta 	ANONYME	266		espagnol	Noël			Solo+SATB							
Noêl de Bresse	ANONYME	266		français	Noël 			SAA							
Noël des enfants qui n ont plus de maison	DEBUSSY	266		français	Noël			SS							
O nuit charmante	ALAIN Albert	266		français	Noël			SSA							
Voisin ,d ou venait ce grand bruit	ANONYME	266		français	Noël			SA				XVIII			
Il est bel et bon	PASSEREAU	267		français				SATB			chant populaire				
Malaguena	LORCA Federico Garcia	267		espagnol				SATB			traditionnel espagnol				
Papillon du Japon	PASCAL Robert	268		fraçais				SSA			chanson 	XXI			
Choral des Ancêtres de Christ	BACH Johann Sebastian	269		français	Noël			SATB		Oratorio de Noël					
Zehn geistliche Duette	SCHÜTZ Heinrich	270		allemand				SA		Psaumes 30,27, 145	Chanson de l Hiver				
La mort ne peut me garder	BERTHIER Jacques	271		français	Défunts		S 21-2	SATB							
Magnificat des Equipes Notre-Dame	BERTHIER Jacques	271		français	Chant marial			SATB							
Pas de plus grand amour	BERTHIER Jacques	271		français	Jeudi Saint	Méditation de Jean XV		SATB							
Quand tout fut préparé	BERTHIER Jacques	271		français		Eucharistie ps 36		SATB							
Roi du ciel	BERTHIER Jacques	271		français	Mystère de Dieu	ps.92	L 35	SATB							
Tous les chemins du Dieu vivant	BERTHIER Jacques	271		français		Communion		SATB							
Tu connais ton oeuvre,Dieu créateur	BERTHIER Jacques	271		français	Carême	Entrée	G 109-1	Unisson							
Ouvriers de la paix	BERTHIER Jacques	272		français		Communion		SATB							
Route des hommes	BERTHIER Jacques	272		français	Témoignage		T 18	SA/SAB							
Voici venir les temps	BERTHIER Jacques	272		français	Avent		E 245-1	SATB							
Dieu au delà de tout créé	DUMAS, Henri	273		français		Louange		SATB							
Je partirai avant le jour	ROBERT Philippe	273		français	Carême			Unisson							
L Eglise ouvre le livre	DUCHESNEAU	273		français	Jeudi Saint			SATB							
Pour l  amour de cet homme	BERTHIER Jacques	273		français	Pâques			SSA/SAB							
Ave vera virginitas	JOSQUIN DES PRES	274		latin		chant marial	V	SATB							
Quam dilecta	REVEYRON	274		latin		ps.84		SATB							
Sit nomen benedictum	LE GUENNANT	274		français	Louange	"""A jamais bénissons le Nom du Seigneur"""		SATB				XX			
Messe du Jubilé de Notre-Dame du Puy	LAFARGUE Yves	275		français		Messe		SSA/SATB	orgue						
