"Quand ce beau printemps je voy"	"LA GROTTE nicolas de"	300		"français"				"SATB"				"Chanson de P de Ronsard"				
"Remplis ton verre vide"	"ANONYME"	300		"français"				"SAB"	"o"			"chanson à boire"	"XVII"			
"Viens chanter avec nous"	"FRANCK Melchior"	300		"français"				"SATB"								
"Ich lasse dich nicht, du segnest mich denn"	"SCHEIN Johann Hermann"	301		"allemand"				"SSATB"			"Madrigal Psaume 4"					
"Wende dich,Herr, und sei mir gnädig"	"SCHEIN Johann Hermann"	301		"allemand"				"SSATB"			"Psaume 25"	"Ode"				
"Chant de la promesse"	"SEVIN Père"	302		"français"				"SSA"			"chant scout"					
"Morgengebet = Prière du matin"	"BERLIOZ Hector"	302		"fr/all/anglais"				"SA"			"Hymne du matin"					
"Prière des Petits Chanteurs"	"ANONYME"	302		"français"				"SATB"			"Prière des Puer Cantores"					
"Prière du matin = Morgengebet"	"BERLIOZ Hector"	302		"fr/all/anglais"				"SATB"			"Hymne du matin"					
"Come ye sons of art"	"PURCELL Henry"	303		"anglais"				"Solo+SATB"		"piano"		"Ode pr l anniversaire de la Reine Marry"	"XVII"			
"See nature , rejoicing"	"PURCELL Henry"	303		"anglais"				"SSA"		"piano"						
"Sound the trumpet"	"PURCELL Henry"	303		"anglais"				"SS"		"piano"						
"Strike the viol"	"PURCELL Henry"	303		"anglais"				"SA"		"piano"						
"The honour of a jubilee"	"PURCELL Henry"	303		"anglais"				"SSA"		"piano"						
"Canon des scats"	"VERNY Pierre-Gérard"	304		"français"				"SSA"	"o"							
"Welcome to all the Pleasures"	"PURCELL Henry"	304		"anglais"				"ScTTB"		"piano"						
"Douce France"	"TRENET Charles"	305		"français"				"SATB/SSA"				"chanson populaire"				
"Le jardin extraordinaire"	"TRENET Charles/GRINDEL"	305		"français"				"SATB"				"Chanson polpulaire"				
"Le soleil et la lune arrt Maucourt"	"TRENET Charles"	305		"français"				"Solo/4VM"				"chanson"				
"Mes jeunes années"	"TRENET Charles"	305		"français"				"SSAA/SSA"				"chanson française"				
"Deep river"	"ANONYME"	306		"anglais"				"SmSA"		"piano"		"Negro spirituel"				
"Du profond des maux de mon âme"	"DE COURBES"	306		"français"				"SATB"			"psaume 129"					
"Le Cerf si fort ne désire"	"ANONYME"	306		"français"				"SATB"				"chanson"				
"Le corbeau et le renard"	"DURUFLE Maurice"	306		"français"				"SSA"				"fable de La Fontaine"				
"Le cornemuseux"	"ANONYME/PERISSAS M."	306		"français"				"SATB"				"chanson "				
"Le vieux pélerin "	"ANONYME/GRINDEL"	306		"français"				"SATBarB"				"Chant populaire"				
"Magnificat in B"	"DURANTE F."	307		"latin"		"Magnificat"		"SATB"		"orchestre"	"Magnificat"					
"Les Champs Elysées"	"DASSIN Joe"	308		"français"				"SATB"				"chanson populaire"				
"Les Champs Elysées"	"THAURE Françoise"	308		"français"				"SSA"				"chanson populaire"				
"Medley de chansons françaises"	"FARICIER Dominic"	308		"français"				"SSmSA"				"Medley "				
"O gloriosa Domina"	"PALESTRINA"	309		"latin"				"SATB"			"Motet"					
"O gloriosa virginum"	"LA TOMBELLE Fernand de"	309		"latin"				"SA"			"Motet"					
"O Gloriosa Virginum"	"PALESTRINA"	309		"latin"				"SSA"			"Motet"					
"Adoro te"	"ALAIN Albert"	310		"latin"		"Adoration eucharistique"		"SA"								
"Joyfully Sing"	"STEEN SPEVACEK Linda"	310		"anglais"				"SSA"			"a capella"					
"Livet e en gata"	"ANONYME"	310		"suédois"				"Unisson"	"o"			"suédois"				
"Allons gay, bergères"	"COSTELEY Guillaume"	311		"français"		"Noël"		"ScATB"								
"Canon de la paix"	"ANONYME"	311		"français"				"SAB"	"o"							
"Le temps des cerises"	"RENARD"	311		"français"				"Unisson"								
"Waldecho"	"BOGENHARDT Helmut"	311		"allemand"				"SSA"								
"Eco"	"LASSUS Orlando de"	312		"italien"				"SATB"	"o"			"chant"				
"L enfant au tambour"	"SIMEONE"	312		"français"				"SATB"				"Chanson"				
"Le chant des marais"	"GEOFFRAY César"	312		"français"				"SATB"				"chant des déportés"				
"Le chant des partisans"	"ANONYME"	312		"français"				"Unisson"				"chant de la Résistance"				
"Agnus Dei"	"CHARPENTIER Marc-Antoine"	313		"latin"		"Agnus Dei"		"SATB"								
"Alleluia"	"MENSCHICK"	313		"latin"		"Alleluia"		"SATB"								
"La bergeronnette"	"GODARD Marcel"	313		"français"				"Unisson"		"clar+piano"		"histoire de J.Renard"				
"La fourmi et le perdreau"	"GODARD Marcel"	313		"français"				"Unisson"		"piano"		"histoire de J.Renard"				
"La grenouille bleue"	"GODARD Marcel"	313		"français"				"SA"								
"Les coquelicots"	"GOGARD Marcel"	313		"français"				"Unisson"		"clar+piano"		"histoire de J.Renard"				
"Les hirondelles"	"GODARD Marcel"	313		"français"				"SA"		"flûte+piano"		"Histoire de J.Renard"				
"Messe ""cum jubilo"""	"DURUFLE Maurice"	314		"latin"		"Messe"		"Bar"		"orchestre+orgue"						
"Dein Wort,o Herr,wohnt weit und ewig"	"REGER Max"	315		"allemand"				"SATB"			"Psaume 119"					
"Ich danke meinem Gott"	"FRAISSE Claude"	315		"allemand"				"SATB"			"Psaume 9"					
"Jauchzet dem Herrn ,alle Welt"	"THIEL Carl"	315		"allemand"				"SATB"			"Psaume de louange"					
"Je louerai l Eternel"	"FRAISSE Claude"	315		"français"				"SATB"			"Psaume 9"					
"Mit Fried und Freud ich fahr dahin"	"BRAHMS Johannes"	315		"allemand"				"SATB"			"Motet opus 74"					
"Sehnsucht"	"BRAHMS Johannes"	315		"allemand"				"SATB"			"Motet ""aspiration"""					
"Unser lieben Frauen Traum"	"REGER Max"	315		"allemand"				"SATB"			"Motet opus 138"					
"For unto us a child is born "	"HAENDEL Georg Friedrich"	316		"anglais"		"Noël"		"Unisson"		"O94"	"tiré du ""Messie"""					
"Unto us a child is born"	"HAENDEL Georg Friedrich"	316		"anglais"		"Noël"		"SA"			"tiré du ""Messie"""					
"Papillon du Japon"	"PASCAL Robert"	317		"fraçais"				"SSA"				"chanson "	"XXI"			
"Ave Maria"	"KODALY"	318		"latin"		"chant marial"	"V"	"TBB/SmSA/SSA"								
"Nativité "	"ANONYME"	319		"français"		"Noël mélodie argentine"		"Unisson"		"piano"						
"Psaume CXVII -Nations ,louez l Eternel-"	"PHILIP"	319		"français"				"SATB"		"orgue"	"Psaume 117"					
"Ave Verum"	"FAURE Gabriel"	320		"latin"		"Motet St Sacrement"		"ScA"		"orgue"						
"En Prière"	"FAURE Gabriel"	320		"français"				"Unisson"		"orgue"	"chant sacré"					
"Gloria de la Messe de St Paul"	"CAMBOURIAN Pierre"	320		"français"		"Gloria"		"SATB"								
"Sanctus"	"SANDSTRÖM Jan"	320		"latin"		"Sanctus"		"SSA"								
"Sanctus à Notre Dame de l annonciation"	"LAFARGUE Yves"	320		"français"		"Sanctus"		"Unisson"								
"Cantique de Saint Pierre"	"GELINEAU Joseph"	321		"français"	"Carême"			"Unisson"								
"Pour que l homme soit un fils à son image"	"VINCENT Jean-Marie"	321		"français"	"Carême"		"G 297-1"	"SATB"								
"Die Sieben Worte Jesu Christi Am Kreuz=les 7 paroles"	"FRANCK César"	322		"latin"	"Passion"	"les7parolesduChristenCroix"		"SATB"								
"Les sept paroles du Christ en croix=Die sieben worte..."	"FRANCK J.W."	322		"latin"	"Passion"			"SATB"								
"De la table du Seigneur"	"HOOG P.M."	323		"français"		"Communion"	"D80"	"SA/SATB"								
"Nous avons marché"	"BERTHIER Jacques"	323		"français"	"après Noël"	"Entrée"		"Unisson/SATB"								
"Nous avons vu"	"AKEPSIMAS Jo"	323		"français"	"Avent"		"E 120"	"Unisson"								
"Madrigal"	"FAURE Gabriel"	324		"français"				"SATB"				"Poème de A.Sylvestre"				
"Pavane"	"FAURE Gabriel"	324		"français"				"SATB"		"piano"		"pavane"				
"Le martyre de Saint Sébastien"	"DEBUSSY claude"	325		"français"				"SATB"			"Paradis et chœur final"					
"Caro mea"	"MITTERER"	326		"latin"		"Communion"		"SATB"								
"Cotton needs a pickin"	"CALMELET"	326		"anglais"				"SSA"				"chant de travail"				
"Der Tanz"	"SCHUBERT Franz"	326		"allemand"				"SATB"				"chanson populaire"				
"Michelle"	"LENNON - McCARTNEY"	326		"fran/anglais"				"SATB"				"chanson"				
"Morgengesang"	"MOZART Wolfgang Amadeus"	326		"allemand"				"SSA"				"Ex La Flûte enchantéé"				
"Now,oh nowI need must part"	"DOWLAND John"	326		"anglais"				"SATB"				"chanson"				
"Parlez-moi d amour"	"LENOIR Jean"	326		"français"				"SAB"				"Chanson française"				
"O amor, o bonitas, o charitas"	"CHARPENTIER Marc-Antoine"	327		"latin"				"3dessusB"			"Motet baroque"					
"Quam pulchra es"	"DUNSTABLE"	328		"latin"		"chant marial ""que tu es belle"""		"ATBar"			"Motet"					
"Ecce vidimus"	"VIADANA Lodovico Grossi da"	329		"latin"	"Jeudi Saint"			"SATB"								
"Messe cum Jubilo "	"JOUBERT L."	330		"latin"		"Messe"		"SA"								
"Messe de la Trinité"	"FRERE JEAN BAPTISTE"	330		"français"		"Messe"		"SATB"								
"Messe IX cum Jubilo"	"ANONYME"	330	"grégorien"			"Messe"		"Unisson"								
"Messe XI Orbis Factor"	"ANONYME"	330	"grégorien"			"Messe"		"Unisson"					"XIV-XV"			
"Pater Noster"	"ANONYME"	330	"grégorien"			"Notre Père"		"Unisson"								
"Ave Maria"	"HOLSTEIN Jean-Paul"	331		"latin"		"chant marial"	"V"	"SSATB"								
"Ave Maria"	"SCHÜTZ Heinrich"	331		"latin"		"chant marial"	"V"	"SSATB"								
"Angelus Domini "	"BIEBL Franz"	332		"latin"		"angelus(annonciation+AveMaria)"	"V"	"SATB"								
"Ave Maria (2 versions)"	"PALESTRINA"	332		"latin"		"chant marial"	"V"	"SATB"								
"Messe d Escalquens"	"LANGLAIS"	333		"latin"		"Messe"		"Unisson"								
"Messe de l Assemblée"	"LEFEBVRE Georges"	333		"français"		"Messe"		"SATB"								
"Messe de la Miséricorde"	"THIL"	333		"français"		"Messe"		"SATB"		"orgue"						
"Missa Brevis"	"KODALY"	333		"latin"		"Messe"		"SATB"								
"Hodie Christus natus est"	"CLERAMBAULT Louis Nicolas"	334		"latin"		"Noël"		"SA/SATB"		"orgue"						
"Psaume du serviteur"	"REVEYRON Joseph"	335		"français"		"Psaume 18"		"TTBB"								
"Venite omnes"	"BALSANO Domenico"	335		"latin"		"chant marial"		"SAB"								
"Ad te, perenne gaudium"	"LASSUS Orlando de"	336		"latin"				"SAA"			"Hymne"					
"Adspice Domine"	"MENDELSSOHN Félix"	336		"latin"		"responsorium et hymne"		"TTBB"			"opus 121 tiré des Vêpres"					
"O remember not"	"PURCELL Henry"	336		"anglais"				"ATB"			"Extrait du psaume 79"					
"Sonntagsmorgen"	"MENDELSSOHN Félix"	336		"allemand"				"SA"		"piano"	"Motet =dimanche matin"					
"Te saeculorum Principem"	"CASIMIRI R."	336		"latin"		"Hymne solennité Christ Roi"		"TTBB"								
"Deo gratias"	"BYRD Wiiliam"	337		"latin"				"ATBB"			"Mottet"					
"Gloria tibi Domine"	"BYRD Wiiliam"	337		"latin"				"ATB"			"Hymne"					
"Let my complaint"	"MORLEY Thomas"	337		"anglais"				"ATBB"			"chant de la Renaissance"					
"O sacrum convivium"	"VIADANA Lodovico Grossi da"	337		"latin"		"Eucharistie"		"TTBB"								
"Chansons enfantines"	"BONNEAU Paul"	338		"français"				"SATB"				"Malbrouk s en va t en guerre"				
"Bone pastor"	"PALESTRINA"	339		"latin"				"SATB"			"Motet"					
"Haec dies"	"GALLUS J."	340		"latin"	"Pâques"			"SATB"			"Motet"					
"Six Psaumes  (26-31-41-50-61-69)"	"HAYDN Joseph"	340		"anglais"				"SAB"			"Ps 26,31,41,50,61,69"					
"Ecce,nunc benedicite Dominum"	"PALESTRINA"	341		"latin"				"TTBarB"			"psaume 134"					
"Sancti Dei"	"HAYDN Michael"	341		"latin"		"Sanctus"		"SATB"								
"Verba mea auribus percipe"	"SCHÜTZ Heinrich"	341		"latin"				"ATBarB"			"Motet SWV 61"					
"Verbum caro"	"LASSUS Orlando de"	341		"latin"				"TTB"			"Motet"					
"Verbum caro factum est"	"SCHÜTZ Heinrich"	341		"latin"				"SS"			"Motet SWV 314"					
"Tantum Ergo"	"ALAIN Albert"	342		"latin"		"St Sacrement"		"SATB"				"poème de"" C.Marot"				
"Tantum ergo"	"VICTORIA Tomas Luis de"	342		"latin"		"St Sacrement"		"SATB"								
"Tantum ergo "	"ANONYME/ALAIN M.C."	342		"latin"		"St Sacrement"		"Sbar"								
"Messe"	"ALABEAU"	343		"français"		"Messe"		"SATB"								
"Messe des Paroisses"	"CHAILLEY Jacques"	343		"français"		"Messe"		"SATB"								
"Ehre sei Gott in der Hohe"	"SILCHER Friedrich"	344		"allemand"		"louange"		"SATB"								
"Pueri Concinite"	"HERBECK Johann R.v."	344		"latin"		"Noël"		"Solo+SATB"		"O91"						
"Cantate Domino"	"HASSLER Hans Léo"	345		"latin"		"Louange"		"SATB"								
"Crucifixus"	"LOTTI Antonio"	345		"latin"	"Passion"			"SSAATTBB"								
"Crucifixus (messe de Neukomm)"	"NEUKOMM Sigismund"	345		"latin"	"Passion"			"SATBB"								
"Gloria (triple choeur)"	"GABRIELI Giovanni"	345		"latin"		"Gloria"		"SATB"		"3choeurs"						
"Messe für den Gründonnerstag"	"BRUCKNER Anton"	345		"latin"		"Messe"		"SATB"								
"Tu solus qui facis mirabilia"	"JOSQUIN DES PRES"	345		"latin"				"SATB"			"Motet"					
"Amour qui planais sur les eaux"	"GODARD Marcel"	346		"français"	"Pentecôte"		"K72-1"	"SSA"								
"Au Bienheureux et Unique Souverain"	"GODARD Marcel"	346		"français"				"SATB"			"1° epître St Paul à Thim"					
"Parole de Dieu"	"GODARD Marcel"	346		"français"				"SATB"			"ext""des grillons et des anges"""					
"Cor Jesu sacratissimum"	"LA TOMBELLE Fernand de"	347		"latin"				"Unisson"		"orgue"	"Sacré Cœur"					
"Epithalame"	"LA TOMBELLE Fernand de"	347		"latin"	"Mariage"			"Unisson"								
"Laudate"	"LA TOMBELLE Fernand de"	347		"latin"	"Louange"			"SSTB"			"chant de louange Ps. 116"					
"Panis angelicus"	"LA TOMBELLE Fernand de"	347		"latin"		"Eucharistie"		"SSTB"			"Motet"					
"Deo dicamus gratias"	"HOMILIUS"	348		"latin"				"SSATTB"			"Mottet"					
"Domine ad adjuvandum me"	"HOMILIUS"	348		"latin/allemand"				"SSATBB"			"Mottet"					
"Tota pulchra es"	"BOUZIGNAC"	349		"latin"		"chant marial"		"SSAA"			"Motet à la Vierge"	"tiré de ""Carmen"""				
"Benedic,anima mea,Domino"	"LE GUENNANT"	350		"latin"		"Action de Grâce"		"SA+SATB"								
"Gloria"	"BREGOVIC G."	350		"latin"		"Gloria"		"SA"								
"Gloria"	"HASSLER Hans Léo"	350		"latin"		"Gloria"		"SATB"		"2choeurs"						
"Laudi alla vergine Maria"	"VERDI Giuseppe"	350		"latin/allemand"				"SSAA"			"N°4 des"" Pièces sacrées"""					
"Messe du Sacré-Coeur"	"POTIRON"	350		"latin"		"Messe"		"SA"								
"Venez divin Messie"	"BOLLER Carlo"	351		"français"	"Avent Noël"			"SSA"								
"Venez divin Messie"	"LAMBERT Abbé"	351		"français"	"Avent Noël"			"SATB"								
"Venez divin Messie"	"NEYRAT"	351		"français"	"Avent Noël"		"E 9"	"SATB"		"O70"	"Noël"					
"Venez divin Messie"	"NEYRAT/LOUPPE"	351		"français"	"Avent Noël"			"SAB"			"Noël"					
"Venez divin Messie traditionnel"	"ANONYME"	351		"français"	"Avent Noël"			"Unisson"								
"In monte Oliveti (Répons pour l Office des Ténèbres)"	"MARTINI"	352		"latin"	"Passion"			"TTBarB"			"Of. Ténèbres 1° nocturne"					
"Messe pour le samedy de Pasques"	"CHARPENTIER Marc-Antoine"	352		"latin"		"Messe"		"SATB"								
"Messe Brève"	"DELIBES Léo"	353		"latin"		"Messe"		"SA"		"orgue"						
"Messe de Requiem"	"CAMPRA"	354		"latin"		"Messe"		"SATbarB"					"XVIII"			
"Attolite"	"WEBBE S."	355		"latin"				"SATB"		"orgue"	"Psaume 23"		"XVIII"			
"Emmène-nous"	"BOLDRINI Léandre"	355		"français"	"Carême"		"G 308"	"SATB"								
"Lave-nous, Seigneur, de toutes nos fautes"	"WACKENHEIM Michel"	355		"français"		"Kyrie"		"SATB"								
"Pitié pour moi psaume 50"	"SAMSON Joseph"	355		"français"				"SATB"			"Psaume 50"					
"Que craindrais-je dans la nuit ?"	"HENRY J."	355		"français"				"SATB"								
"In Te, Domine Speravi"	"SCHÜTZ Heinrich"	356		"latin"				"SATB"			"Motet"		"XVII"			
"In Te,speravi Domine"	"ANERIO"	356		"latin"				"SATB"			"Motet"		"XVI"			
"Nos Autem"	"ANERIO"	356		"latin"	"Louange"			"SATB"					"XVI"			
"Ave verum corpus"	"POULENC Francis"	357		"latin"		"Motet St Sacrement"		"SMezA"								
"Dieu t a choisi"	"BARTHEZ Benoit-Marie"	358		"français"		"Hymne à St Joseph"		"SA"								
"Messe de l Ermitage"	"GOUZES André"	358		"français"		"Messe"		"SATB"								
"O bone Jesu"	"BRAHMS Johannes"	358		"latin/allemans"				"SSAA"			"Motet opus 37"		"XIX"			
"Lord,rebuke me not"	"LOCKE Matthieu"	359		"anglais"				"TTB"		"orgue"	"Psaume 6"					
"Thou O Lord"	"CONTE David"	359		"anglais"				"SATB"			"n°1 de ""Three sacred Pieces"""					
"Beatus Vir"	"MONTEVERDI Claudio"	360		"latin"				"SSATB"		"orgue"	"Psaume 112"					
"Calme des nuits"	"SAINT-SAENS Camille"	360		"français"				"SATB"			"opus 68 n°1"					
"Chant d Ouverture"	"TAIZE"	360		"français"	"Vêpres"	"Psaume 116"		"SSA"								
"Hodie Christus natus est"	"PALESTRINA"	360		"latin"		"Noël"		"TTBB"					"XVI"			
"Haec dies quam fecit Dominus"	"PALESTRINA"	361		"latin"	"Avent"			"SATB"								
"Requiem solemne"	"HAYDN Johann Michael"	361		"latin"		"Messe"		"SATB"		"O14"						
"O Worship the Lord"	"HOLLINS Alfred"	362		"anglais"				"SATB"		"orgue"	"Hymne de louange"					
"Amen gospel"	"LUBOFF Norman"	363		"anglais"		"Amen"	"C"	"Solo+SATB"								
"Victimae paschali"	"COURROY E. du"	363		"latin"				"SAT+SATB "			"Hymne pascal"					
"Hommes nouveaux baptisés dans le Christ"	"GELINEAU Joseph"	364		"français"	"Pâques"		"I14-64-1"	"SAB"		"orgue"						
"In monte Oliveti"	"SCHUBERT Franz"	364		"latin"	"Passion"			"SATB"								
"Où va notre terre"	"AKEPSIMAS Jo"	364		"français"	"Témoignage"		"T 37"	"SATB"								
"Ave Maria Virgo serena"	"GODARD Marcel"	365		"latin"		"chant marial"	"V"	"SA"		"orchestre+orgue"						
"Chercher avec toi, Marie"	"GIANADDA Jean-claude"	365		"français"		"chant marial"	"V282"	"SATB"								
"Regina caeli"	"ZELIOLI  Giuseppe"	365		"latin"	"Pâques"	"Antienne mariale"		"SA"								
"Vierge sainte, Dieu t a choisie"	"DECHA P."	365		"français"	"Chant marial"		"V 136"	"Solo+SATB"								
"Serve bone"	"CHARPENTIER Marc-Antoine"	366		"latin"				"SS"		"orgue"	"Motet"					
"Serve bone"	"LASSUS Orlando de"	366		"latin"				"SS"			"Motet"					
"Pote xana"	"BICHSEL"	367		"grec"				"AB"		"piano"		"chanson grecque"				
"Prenez, mangez"	"JEF Robert"	367		"français"		"Communion"	"D 102"	"SA/SAB"								
"Messe "" Jésus ma joie"" adapté par Lecot"	"BACH Johann Sebastian"	368		"français"		"Messe"		"SATB"								
"Go down, Moses"	"ROBESON Paul"	369		"anglais"				"SATB"		"piano"	"Gospel"					
"Le beau Danube bleu"	"STRAUSS"	369		"allemand"				"SSA"				"Valse "				
"Cantate Domino"	"DUBOIS Th."	370		"latin"		"Louange"		"SS"		"orgue"						
"Cantate Domino"	"PITONI"	370		"latin"		"louange"		"SATB"		"orgue"						
"Jam sol recedit"	"FRANCK Melchior"	370		"latin"	"Trinité"	"Vêpres"		"SATB"								
"Messe de Requiem"	"ALAIN Jehan"	371		"latin"		"Kyrie"		"SATB"		"orgue"						
"C est toi, le dieu vivant"	"SWEELINCK Jan-Pieterszoon"	372		"français"		"Témoignage"		"SATB"								
"In the beginning, O Lord"	"LOCKE Matthieu"	372		"anglais"				"ATB"		"orgue"	"Psaume 102"					
"Lobe den Herren"	"NEANDER/SOHREN"	372		"allemand"	"louange "			"SATB"					"XVII"			
"Lobet Den Herren,alle Heiden"	"STADEN Johann"	372		"allemand"				"SSA"			"Motet"		"XVII"			
"Nous allons manger ensemble"	"Anonyme"	372		"français"		"Communion"		"SATB"					"XVI"			
"Hodie apparuit"	"LASSUS Orlando de"	373		"latin"	"Noël"			"SSA"								
"O salutaris"	"BARTOLUCCI Dominico"	373		"latin"		"Eucharistie"		"SSA"								
"Puer natus"	"SOURISSE Jean"	373		"latin"	"Noël"			"SSA"			"d après un Noël anglais"					
"Puer natus in Bethlehem "	"ANONYME"	373	"grégorien"		"Noël"			"Unisson"								
"Tantum ergo"	"BARTOLUCCI Dominico"	373		"latin"		"St Sacrement"		"SSA"								
"Eram quasi agnus"	"VIADANA Lodovico Grossi da"	374		"latin"	"Passion"			"SATB"								
"Inter natos mulierum "	"MOZART Wolfgang Amadeus"	374		"latin"		"Offertoire de Messe ST Jean Bapt"		"SATB"		"O11"						
"Lass dich nur nichts nicht dauren"	"BRAHMS Johannes"	374		"allemand"				"SATB"			"chant spirituel opus 30"		"XIX"			
"Sub tuum praesidium"	"BERTHIER Jacques"	375		"latin"				"SSA"			"Hymne à la Vierge"	"ext Come ye sons art"				
"Sub tuum praesidium"	"TERRENOIR"	375		"latin"				"SATB"			"Hymne à la Vierge datée du III°s"					
"Ubi caritas"	"DURUFLE Maurice"	375		"latin"				"SATB"			"Hymne"	"chanson Renaissance"				
"Ubi Caritas -(L amour de Dieu)"	"BERTHIER Jacques"	375		"latin"				"SATB"		"orgue ou piano ou autre"	"Hymne"					
"Gloria"	"BUTLER Eugène"	376		"latin"		"Gloria"		"TTTBB"		"orgue"						
"O Domine,Jesu Christe"	"JOSQUIN DES PRES"	376		"latin"				"ATTB"			"Motet"		"XV"			
"Ave Maria"	"JANACEK Leos"	377		"tchèque"		"chant marial"	"V"	"TTBB"								
"Ave Maria"	"NEGLIA Francesco Paolo"	377		"latin"		"chant marial"	"V"	"SATB"			"Opus 10"					
"Ave Maria"	"NEGLIA Francesco Paolo"	377		"latin"		"chant marial "	"V"	"ScATB"			"Opus 36"					
"Ave Maria"	"SCHUBERT Franz"	377		"latin"		"chant marial"	"V"	"SATB"								
"Ave Maria"	"STRAVINSKY Igor"	377		"latin"		"chant marial"	"V"	"SATB"		"piano"						
"Sub tuum praesidium"	"NOYON"	377		"latin"		"chant marial"		"SATB"								
"Tiébé Poièm"	"BORTNIANSKY Dimitri"	377		"ukrainien"				"SATB"			"Chant ukrainien=ns te chantons"					
"Ecce concipies"	"HANDL Jakob"	378		"latin"	"Annonciation"			"SATB"			"chant sacré=voici que la vierge enfantera…"					
"Jubilate Deo in chordis"	"SCHÜTZ Heinrich"	378		"latin"				"TTB"			"chant sacré Ps150 et87"					
"Oculus non vidit"	"LASSUS Orlando de"	378		"latin"				"SS"			"Motet"		"XVI"			
"Good King Wenceslas"	"WILLCOCKS David"	379		"anglais"	"Noël"			"SATB"		"piano ou orgue"						
"Funeral Sentences"	"PURCELL Henry"	380		"anglais"				"SATB"		"orgue+O98"	"chant sacré"					
"Thou knowest, Lord, the secrets of our Hearts"	"PURCELL Henry"	380		"anglais"				"SATB"		"orgue"	"Hymne Funérailles Queen Mary"	"Gospel"				
"Ave Maria"	"AZNAVOUR Charles"	381		"français"		"chant marial"	"V"	"Solo+SSSA"				"variété"				
"Ave Maria"	"BARTOLUCCI Dominico"	381		"latin"		"chant marial"	"V"	"Solo+SA"		"orgue"						
"Ave Maria"	"BARTOLUCCI Dominico"	381		"latin"		"chant marial"	"V"	"Solo+SATB"		"orgue"						
"Ave Maria"	"MOUTON"	381		"latin"		"chant marial"	"V"	"SATB"								
"Ave Maria"	"PLE Simone"	381		"latin"		"chant marial"	"V"	"SSS"								
"Ich weiss dass mein Erlöse lebt"	"BACH Johann Michael"	382		"allemand"	"Carême"			"SATB"		"orgue+violon"						
"Invocations trinitaires (O Dieu saint, o Dieu fort)"	"BIGENWALD Ste Jacqueline"	382		"français"	"Carême Pâques"	"Invocation"		"SATB"								
"Introit +préface"	"ANONYME"	383	"grégorien"			"Introïtde Messe de St Jean Bapt)"		"Unisson"								
"Vox Domini super aquas"	"COURROY E. du"	383		"latin"				"SATB+SATB"			"Psaume 28"	"Chant de la Renaissance"				
"Sub tuum praesidium"	"MOZART Wolfgang Amadeus"	384		"latin"		"chant marial KV198"		"SS"		"orgue+O56"			"XVIII"			
"Messe ""aeterna Christi munera "" "	"PALESTRINA"	385		"latin"		"Sanctus"		"SATB"								
"Tu es le Pauvre"	"OMBRIE Dominique"	385		"français"	"Passion"		"H 73"	"SATB"								
"Psallite Deo Nostro"	"BARTOLUCCI Dominico"	386		"latin"				"SSA"		"orgue"	"Extrait Psaume 46"					
"Psallite Deo nostro in laetitia"	"BACH Johann Sebastian"	386		"latin"				"SSATB"			"Motet"					
"Swing low sweet Charriot"		386		"anglais"				"Unisson"				"negro spiritual"				
"Domine, vivifica me"	"SCARLATTI"	387		"latin/anglais"				"SATB"			"chant sacré"					
"Sœurs et servante des pauvres"	"MERCHAT W.M."	387		"français"	"Saints(pr canonisation J.Jugan)"			"SATB"		"orgue"						
"Von Gott Will Ich Nicht Lassen"	"SCHÜTZ Heinrich"	387		"allemand"				"SATB"			"SWV366 ""Je ne serai pas de Dieu"""					
"Cantantibus organis"	"MARENZIO Luca"	388		"latin"	"Vëpres de Ste Cécile"			"SATB"								
"Lamentationes Hieremiae"	"INGEGNERI M.A."	388		"latin"				"TTTB"								
"Lamentations de Jérémie"	"TALLIS"	388		"latin"	"Passion"			"ATTBB"			"5 poèmesdestruction Jerusalem"					
"Tenebrae factae sunt"	"INGEGNERI M.A."	388		"latin"	"Passion"			"SATB"								
"Vêpres du Püy"	"ROSAZ Jean-Christophe"	389		"français"				"SSA"		"orgue"	"vêpres"					
"Cantate de la paix"	"MILHAUD Darius"	390		"fr/anglais"				"SSAATTBB"			"Cantate"					
"Service Sacré"	"MILHAUD Darius"	390		"hebreu"		"Office du samedi matin"		"SATB"		"orgue"	"Offices vendredi, samedi"					
"Messe du Pape Marcel"	"PALESTRINA"	391		"latin"		"Messe"		"SATTBB"								
"Dormi Jesu Dulcissimo"	"ESTERHAZY Paul"	392		"latin"	"Noël"			"SS"		"orchestre"						
"Engel Gottes künden"	"MOZART Wolfgang amadeus"	392		"allemand"	"Noël"			"SS"		"orchestre"						
"Ihr Hirten erwacht"	"HAYDN Johann Michael"	392		"allemand"	"Noël"			"SS"		"orgue"						
"Le premier Noël"	"AUBANEL Georges"	392		"français"	"Noël"			"SSA"		"piano"						
"Puer natus in Bethlehem"	"HAYDN Johann Michael"	392		"latin"	"Noël"			"SSA"		"orgue"						
"Ave Regina Caelorum"	"BARTOLUCCI Dominico"	393		"latin"		"chant marial"	"V"	"SATB"								
"Ave Regina Caelorum"	"SORIANO"	393		"latin"		"chant marial"	"V"	"SATB"								
"Comme sous la neige"	"ANONYME"	393		"français"		"Entrée dimanches d hiver"	"A 121-1"	"unisson"				"chanson populaire"				
"Gloire à toi, Marie"	"ANONYME"	393		"français"		"chant marial"	"V21-A"	"SA"								
"Ecce Panis"	"ALAIN Albert"	394		"latin"				"SA"		"orgue"	"mottet au St Sacrement"					
